Date,Close_AAPL,Close_GOOGL,Close_MSFT,High_AAPL,High_GOOGL,High_MSFT,Low_AAPL,Low_GOOGL,Low_MSFT,Open_AAPL,Open_GOOGL,Open_MSFT,Volume_AAPL,Volume_GOOGL,Volume_MSFT
2023-12-14,196.256591796875,131.03623962402344,360.5541687011719,197.75245962096574,132.8040457651367,368.269156155742,194.3248379535694,128.8016516772407,358.78062426547126,196.16743741550002,132.46637833464752,367.8257550121924,66831600,38722400,43277500
2023-12-15,195.72164916992188,131.69171142578125,365.28369140625,196.54387083662527,132.59546651397721,366.9291409353676,195.15697452600213,130.28142492549298,360.89905342816303,195.68201492331204,130.71841340115773,361.4606868901136,128538400,50847100,78502300
2023-12-18,194.05734252929688,134.86981201171875,367.17547607421875,194.7904248709577,136.2105558066686,367.52034031624777,192.57137584033416,131.5228852394692,363.2637972546779,194.2554683979516,131.721527420295,364.02250460099197,55751900,32258000,21802900
2023-12-19,195.0975341796875,135.7139434814453,367.7765197753906,195.10743518311423,136.52833376775368,367.7765197753906,194.05735441052127,135.14785585314146,364.4067490977682,194.32483266340077,135.9026444089688,366.03250325578983,40714100,25476800,20603700
2023-12-20,193.00726318359375,137.3923797607422,365.17529296875,195.8305908429342,140.72936466802966,370.5058193793613,193.00726318359375,137.12424014761805,365.086618748556,195.05788936850126,138.01806916656724,369.49095210036234,52242800,49107200,26316700
2023-12-21,192.85862731933594,139.45814514160156,368.0523986816406,195.236182736706,139.72629993086744,368.90961285521604,191.68967428738756,138.22663347448133,364.60381655946395,194.26535554386368,138.5345227569631,367.08678486250125,46482500,27488300,17708000
2023-12-22,191.78875732421875,140.52081298828125,369.07708740234375,193.58182122700063,141.01738803787043,369.66827890495347,191.164646529934,139.74615712326357,367.2345641067885,193.35396213687642,139.8057437045314,368.19031518305366,37149600,26532200,17107500
2023-12-26,191.24392700195312,140.5506134033203,369.1559753417969,192.07606476826226,141.7026560595198,371.4024792784928,191.0259839989623,140.22287203546634,368.01301297831964,191.79868551282587,140.62012603356706,369.49097688586306,28919300,16780300,12673100
2023-12-27,191.3429718017578,139.40847778320312,368.57464599609375,191.6897034098951,141.10677115979163,369.5500925516314,189.3022466284661,138.9317699678128,367.33314669322573,190.68915794498034,140.62012214444914,368.2002236622604,48087700,19628600,14905400
2023-12-28,191.76893615722656,139.26942443847656,369.766845703125,192.83883387512188,140.17319460263687,370.92950337498513,191.3627683436117,138.79271666735764,368.66330417937627,192.32369457775746,139.81565998573097,369.8555199252922,34049900,16045700,14327000
2023-12-29,190.72877502441406,138.733154296875,370.51568603515625,192.58127531145587,139.3985631144452,371.6192275460888,189.9362564400636,137.8293839750218,367.9932968475244,192.08595308574118,138.6735677093716,370.4762652471226,42672100,18733000,18730800
2024-01-02,183.90321350097656,137.2235565185547,365.421630859375,186.6770206585062,138.49478751777463,370.3777351043963,182.16958591702465,135.54513031454442,361.3818569854959,185.39908100307179,137.60095843072804,368.36769584733304,82488700,23711200,25258600
2024-01-03,182.5262451171875,137.9684295654297,365.1555480957031,184.14100045386294,138.67357290392897,367.77647383552306,181.7139093893273,136.14103676028307,363.0962557435403,182.49652699212288,136.30987048262347,363.5889102795385,58414500,24212100,23083500
2024-01-04,180.20814514160156,135.4557342529297,362.5346374511719,181.37709839926953,138.20676412527402,367.6188360826796,179.18778251294714,135.4160149189422,361.7759602590735,180.44589014802324,137.47182763523583,365.2245421546535,71983600,27137700,20901500
2024-01-05,179.4849395751953,134.80026245117188,362.3474426269531,181.05015949262307,136.22047501254474,366.59412268972636,178.48439420396812,134.22423355918488,361.11580618022657,180.28737421180142,135.81327982358127,363.54952100172824,62379700,22513900,21004600
2024-01-08,183.82395935058594,137.8889617919922,369.1855163574219,183.86359358874157,138.05779549726947,369.6880336849266,179.80194579166277,135.32663261243945,363.5889671694232,180.38642231817897,135.35642590429612,363.8746851951502,59144500,21404000,23134000
2024-01-09,183.40789794921875,139.98451232910156,370.26934814453125,183.41779895114087,140.52082190307192,370.4663919405634,181.0204413910758,137.2036888441302,365.73691986628984,182.19931060924736,137.55129746260243,366.54488061699703,42841800,24759600,20830000
2024-01-10,184.44808959960938,141.30538940429688,377.1468200683594,184.6561164657865,142.02045866024227,378.52627710766996,182.1993225017619,139.94477867069364,370.79159329119034,182.6253074687535,140.03415853912,370.84084672720024,46792900,21320200,25514200
2024-01-11,183.85366821289062,141.1067657470703,378.9795227050781,185.3000155120803,144.22525640452344,384.94063197124007,181.9020977729046,139.67662720148994,374.7919581598022,184.79477725525186,142.50711100247338,380.32939164153356,49128400,24008700,27850800
2024-01-12,184.18060302734375,141.67286682128906,382.7630310058594,184.99293868218925,142.21910245000933,382.9699374994843,183.45743685571247,140.8485655093565,378.99914299059964,184.3192926371913,141.6927340680432,379.82679903434695,40477800,18785500,21661200
2024-01-16,181.9120330810547,141.5139617919922,384.53662109375,182.5361287641061,143.36122156572418,388.24139340844187,179.23728115128065,140.48107721191207,381.925557656747,180.45578462721193,141.02731279231332,387.8768338056293,65603000,22670500,27202300
2024-01-17,180.97091674804688,140.50096130371094,383.7484130859375,181.2185778549055,140.86842203173782,384.3789953999738,178.613193289656,137.94855799209301,379.15686815383947,179.57411959355028,140.3817881279767,382.2803118556429,47317400,20968600,22234100
2024-01-18,186.8652801513672,142.49717712402344,388.083740234375,187.37050341346043,143.22218763363355,388.201972530476,184.09147247948349,141.017393121632,384.38883063496286,184.34903461223058,141.076979705048,385.965331411229,78005800,25746400,23392100
2024-01-19,189.76783752441406,145.3773193359375,392.8132629394531,190.15418823308323,145.44683196408025,392.8132629394531,187.0534815615711,143.39101909701728,387.71920074368364,187.5587047602819,143.74855374619364,389.946009333267,68903000,34271900,29331100
2024-01-22,192.0760498046875,144.989990234375,390.68499755859375,193.50258021639056,147.37354444028344,394.73460432133396,190.46129453087994,144.84100862508816,387.80788119131773,190.50092877344645,146.09238746431797,394.14341273142753,60133900,32200400,27016900
2024-01-23,193.35397338867188,146.03280639648438,393.039794921875,193.91864797179585,146.17184682560335,393.5127541159421,192.01661247228014,144.50336167617556,388.14280748032206,193.19548176740474,144.89068966831204,389.9360772632564,42355600,21636100,20525900
2024-01-24,192.68031311035156,147.68142700195312,396.64605712890625,194.54272920016803,148.8235587881105,399.670963497878,192.52180639716883,147.08554599350785,394.56706921313554,193.5917040371039,147.5225193379935,395.641052600286,53631300,25233500,24867000
2024-01-25,192.35342407226562,150.82969665527344,398.9221496582031,194.43378338829353,152.0016216209964,401.03072587810215,191.30334341188293,148.5156551679274,396.6165296306349,193.39360373027958,149.04203864825777,398.38024160054783,54822100,29149100,21021200
2024-01-26,190.6197967529297,151.14752197265625,397.9959411621094,192.93790105900956,151.49511542850038,400.2030542350716,190.14429166563914,149.9755969292419,396.51797735014173,192.45249496932922,150.06499195893298,398.42947961915996,44594000,26115500,17803300
2024-01-29,189.93624877929688,152.45848083496094,403.7008972167969,190.4018528619721,152.72663563055315,403.9570872376775,187.8063693410428,150.39272661279912,398.39006605624104,190.2136280052267,151.01841608442453,400.09466184188676,47145600,27784300,24510200
2024-01-30,186.28077697753906,150.4225311279297,402.58746337890625,190.0056098088079,152.56772397377597,406.9819337836752,185.71611749758625,150.15437633934806,400.47891742664234,189.1536549714469,151.7533487161558,406.2035612023494,55859400,36331800,33477600
2024-01-31,182.67483520507812,139.14035034179688,391.7392272949219,185.34958738130655,143.0136300951665,409.21863334219495,182.6253150741395,138.91191488265414,391.3746676938224,185.29013601531707,142.63622816638244,400.98143260936786,55467800,71910000,47871100
2024-02-01,185.11180114746094,140.19309997558594,397.84814453125,185.20095550981347,142.08007948375052,402.00615052622754,182.10024901841177,139.82562405970643,395.89722150523676,182.26865674153308,141.14651577713002,395.9267795782407,64885400,40466500,30657700
2024-02-02,184.11126708984375,141.4047393798828,405.1788635253906,185.5774165638072,141.64308574441233,406.58784851032016,177.57300802816712,135.56501098058345,397.63139120108593,178.1773017145222,138.3061002525656,397.8777185090492,102551700,62499600,28256700
2024-02-05,185.92416381835938,142.69581604003906,399.6906433105469,187.47948303370234,144.47356341654853,405.1197062490565,184.10138145528597,141.801986905598,398.05502654340927,186.38976797097564,141.84172140070675,403.8782071207988,69668800,38505400,25352300
2024-02-06,187.52899169921875,143.11293029785156,399.5330505371094,187.53889270164484,144.3642939230755,401.9766283777374,185.02266252630227,142.2091601025006,396.9909658238313,185.1118168962398,143.65915070969015,399.9173355897547,43490800,29128200,18382600
2024-02-07,187.6379852294922,144.5430908203125,407.9672546386719,189.26264166421876,144.62254466437855,408.2135819340869,186.84546657732497,142.9441181998776,401.4149545944821,188.8564737765281,143.76843478350764,401.45437538113845,53439000,25208900,22340500
2024-02-08,186.5581512451172,144.91053771972656,408.0263366699219,187.76672344534998,145.32765895182595,409.455046891578,185.59722501634783,144.10608854680143,406.46956152352715,187.6181328392653,144.83108389157408,407.96722052950486,40962000,22563800,21225300
2024-02-09,187.32192993164062,147.9793701171875,414.3717346191406,188.45270503827624,148.4163586012769,414.63778732343934,186.47880163607178,145.17867946239727,408.991955292265,187.12353611951417,145.6752545299046,409.14960835834074,45155200,26829500,22032800
2024-02-12,185.6356658935547,146.51943969726562,409.1595153808594,187.14337102036012,148.3170390352505,414.55899064975375,185.27857823550397,146.3605320370219,408.65699805765166,186.89539390047275,147.403342720252,414.3816422071808,41781900,21564100,21202900
2024-02-13,183.542724609375,144.14581298828125,400.350830078125,184.70327076235637,145.6653315141202,404.04573947399683,182.02510596048688,142.70574829340842,397.4638814201037,184.26682864248664,143.92731874169158,398.9910986093642,56529500,27837700,27824900
2024-02-14,182.65994262695312,144.94032287597656,404.2203674316406,184.02878118831165,145.5163517320503,404.5658693954015,180.96378758253468,143.10298919446083,399.3636985334278,183.8204888809099,145.07936327887248,402.81865792132635,54630500,22704200,20401200
2024-02-15,182.372314453125,141.79205322265625,401.32806396484375,182.99722170980874,142.53691584599866,403.8649984148582,179.88262933424807,139.49787876744466,399.0872869539498,182.06482521105013,142.15951393413914,402.88774815292464,65434500,37590700,21825500
2024-02-16,180.83482360839844,139.55746459960938,398.86029052734375,183.3542794985624,142.20917370588808,403.03586697919485,180.20000281806102,139.18006268978624,398.24827391084835,181.9358425720657,142.0105467049223,402.71009676405504,49752500,31468900,22296500
2024-02-20,180.0908966064453,140.15335083007812,397.6065979003906,180.95385211869663,141.1067816862522,399.284702922107,178.543521838827,138.53452631527114,392.8881118101571,180.31903131312703,138.70336003010283,398.05078888046796,53665600,25144700,24307900
2024-02-21,180.8447723388672,141.5735626220703,397.00445556640625,181.41015233649017,141.71260304250615,397.11305567339133,179.1982005294332,139.71636146177912,392.10829279576154,180.4678422502364,140.4810913513108,395.020342155489,41371400,23223300,18518900
2024-02-22,182.878173828125,143.10301208496094,406.3525695800781,183.463411373256,144.00678242548355,407.51737721520215,180.98364000764028,141.82185496436466,403.3122186108832,181.99537582737872,143.9372546357804,404.9113664023,52292200,27191900,27009900
2024-02-23,181.04315185546875,142.9739227294922,405.0594177246094,183.54275049121756,143.68897699792953,410.5083711673126,180.75548990166286,142.44753913270992,403.70705278478863,183.51299444569602,142.68590065836958,410.3208439519873,45119700,19493800,16295900
2024-02-26,179.69415283203125,136.62770080566406,402.29547119140625,181.28119739799624,141.46433815662394,406.8560126685655,179.18826979539264,136.44892586259704,402.1177646745505,180.7654158601022,141.16639002102667,406.1650087554213,40867400,53641800,16193500
2024-02-27,181.1522674560547,137.92868041992188,402.23626708984375,182.43182285515786,138.29614108006908,403.0654537547415,178.10710087323727,136.1509333875122,398.65297570324026,179.63464855081253,137.0745707916409,402.73968356058333,54318900,33099200,14835800
2024-02-28,179.9520263671875,135.44583129882812,402.4731140136719,181.6382676787398,137.06465584590177,404.03276797701847,178.67247114624934,134.48247437702784,400.1040052766958,181.03320292829392,136.95540871597794,402.9271859080864,48953900,37328600,13183100
2024-02-29,179.28744506835938,137.51156616210938,408.3169860839844,181.09272563911944,137.9088201307194,408.8697771758562,178.07731559759787,135.4656642763921,400.6963316033454,179.8032416793367,136.3396411924551,403.3813298173751,136682600,42133000,31947300
2024-03-01,178.206298828125,136.20062255859375,410.1530456542969,179.06925444803085,137.9187682211517,410.51827940686405,175.94474848019505,135.98212829465342,405.5925039738578,178.09718827908785,137.48177969327108,405.9774695070198,73563100,31151100,17823400
2024-03-04,173.6831817626953,132.4365692138672,409.58050537109375,175.46860492728393,134.73074347371,411.97922704270553,172.38376893378626,131.00643067415544,407.0139581345592,174.7246735635979,134.73074347371,408.11954029802524,81510100,55999400,17596000
2024-03-05,168.7434844970703,131.76123046875,397.4683837890625,170.64794717373948,132.32733333640527,408.9191120836045,168.24753020204216,129.77493014030705,395.4842705013913,169.37830538929336,130.97664850689333,408.632835591906,95132400,40194800,26919200
2024-03-06,167.75155639648438,130.49990844726562,396.9156494140625,169.85441265484894,132.6649834022908,399.9461499534846,167.31511424596866,129.95368805180595,393.263281415692,169.67586125903696,132.20812771862853,397.7843298406592,68587700,35318600,22344100
2024-03-07,167.63255310058594,133.4595184326172,403.8749084472656,169.34855073763018,134.01568007704142,404.5066568048068,167.12668516420615,130.70848834758843,397.0636784801651,167.78133333619056,131.88039821915834,400.8937526863445,71765100,37738200,18718500
2024-03-08,169.34852600097656,134.48243713378906,400.9924621582031,172.29449531822434,137.14407170134368,405.1384255054804,167.57301652903823,133.0820920801016,399.12676961447175,167.6325286145872,133.29066023556663,402.71006091285966,76267000,39370400,18002200
2024-03-11,171.35220336914062,136.7269744873047,399.3143310546875,172.96901916174485,138.14718703170163,400.45940694447387,170.65787040570808,135.1975299783761,396.09630359488256,171.54066841678448,135.1975299783761,398.5641317733387,60139500,32437800,16120800
2024-03-12,171.82830810546875,137.55126953125,409.93585205078125,172.62183794587216,138.42524634586775,410.22212853968995,169.62626998762764,136.0913378769525,401.55511762855593,171.7489536078961,136.0913378769525,402.3744232866482,59825400,27563400,22457000
2024-03-13,169.74530029296875,138.8324432373047,409.7582092285156,171.78862930722158,140.12354137422258,412.79856038183436,169.3782838692582,138.0379352954484,406.15518600344376,171.3720295685671,138.04786134072793,412.7196031326607,52488700,23347200,17115900
2024-03-14,171.60018920898438,142.1197967529297,419.7479553222656,172.8995870640017,142.6064306421688,422.31450262164736,170.65787905831203,139.49788088513242,412.6109854719372,171.5109210667292,140.22287627299642,414.8320308055619,72913500,42753400,34157300
2024-03-15,171.22325134277344,140.21290588378906,411.06121826171875,171.22325134277344,142.19920582935978,417.16168230340674,168.91210257419098,139.07078947679227,407.4779269181007,169.7849869531436,141.52387112191337,413.8942801973478,121752700,49475400,45079900
2024-03-18,172.3143310546875,146.66839599609375,411.9496154785156,176.2720510790249,151.10777804956146,415.3157366151304,172.1159523987632,146.16189491270958,408.45516246098214,174.14936767646017,147.59203344728544,408.9191153478435,75604200,69273700,20106000
2024-03-19,174.65524291992188,146.02284240722656,415.9869689941406,175.18095319129145,147.77078094115163,416.24363275003464,171.62991909909198,145.07935294376853,410.20236440839864,172.92931675607417,147.1451067498252,412.45302237396163,55215200,24070400,19837900
2024-03-20,177.2242889404297,147.7211456298828,419.7578125,177.2242889404297,147.84031878791893,420.4783989986328,173.67325471299228,145.73484550652196,415.2466156701396,174.29816190798687,146.98620912870308,416.569367867818,53423100,21311500,17860100
2024-03-21,169.98336791992188,146.58897399902344,423.84454345703125,176.05385870042272,149.33998911224745,425.27589583117316,169.45765758517675,145.89375674311398,421.6629918116586,175.61741650508932,148.44616000360566,424.29861540078343,106181300,24755600,21296200
2024-03-22,170.88600158691406,149.73724365234375,423.22265625,171.64977539848843,150.54169280238673,424.3282384659813,168.68396342338923,147.959496500819,420.58703259669744,170.37020490965267,148.09853690756384,424.17032397071773,71160100,29211800,17648500
2024-03-25,169.46759033203125,149.0420684814453,417.4183044433594,170.54876707334867,149.34994264085142,421.90976968993664,168.0789092110998,146.8074803711192,416.18439038520984,169.18985713490977,148.91295409681547,419.7676816300529,54288300,19229300,18060500
2024-03-26,168.3367919921875,149.637939453125,416.223876953125,170.0329469889122,151.21704464082924,420.5080228747841,168.20783904863555,148.9526633875218,415.9277496341745,168.62443878704727,149.1910248920745,420.1329081875438,57388400,22149100,16725600
2024-03-27,171.9076690673828,149.8365478515625,416.0067443847656,172.19533102381604,150.60127765702768,418.987900246969,168.73356472173438,147.88004097990625,413.61790346357526,169.03114031499092,150.1444219519495,418.9780192938283,60273300,22879200,16705000
2024-03-28,170.09246826171875,149.89614868164062,415.30584716796875,170.83639964948821,150.39272376928287,416.4410420434957,169.13031578937776,149.14136000396124,413.7264311944793,170.36028779920613,149.8167100033746,415.54274902029323,65672700,24485400,21871200
2024-04-01,168.6542205810547,154.4249267578125,419.1063232421875,169.86435030206175,154.67321430251357,422.38360623153415,168.1086678157934,149.57834903588156,416.78655877307597,169.80483820681948,149.6578028686982,418.49430668541237,46240500,31730800,16316000
2024-04-02,167.4738311767578,153.5012969970703,416.0166015625,167.96978543762384,153.64033742298443,416.94450735898084,166.86876637308836,151.10780130772653,412.4629229935154,167.71189467068976,152.44856017882478,414.7037001138204,49329500,24586000,17912000
2024-04-03,168.27728271484375,153.8588104248047,415.0393371582031,169.29894733031932,154.01771807653932,417.8131735008708,167.2159484161416,151.68380929877364,413.6968230222425,167.42424073989756,152.54786018366337,414.3286014685427,47691700,24705000,16502300
2024-04-04,167.45399475097656,149.49887084960938,412.50244140625,170.5289019190824,153.70983237730817,423.15359679910677,167.45399475097656,149.41941702973583,412.19643310660484,168.9120862737285,152.4485276124987,419.5209306414664,53704400,34724700,19370900
2024-04-05,168.20785522460938,151.45538330078125,420.0440979003906,169.01129873561936,152.36907953234603,421.0213783675685,167.5829479892356,148.57525420463722,412.9367706496642,168.21776886148135,149.00230145399445,414.60502494858775,42104800,23459200,16554800
2024-04-08,167.08697509765625,153.78932189941406,419.1260681152344,167.83090643391947,154.2064431848851,421.7814536782747,166.87868279928273,151.56465988929844,417.85266032435015,167.66228381393842,151.73349361287455,419.698621129678,37425500,20702000,14272400
2024-04-09,168.29708862304688,155.52731323242188,420.7943115234375,168.70377468070268,157.47387896093983,422.23551472539157,166.98777746600817,154.1269679407953,416.1942762454294,167.33493630874918,155.02079697777037,420.9522561397257,42373800,31079500,12496900
2024-04-10,166.42242431640625,155.0704803466797,417.8132019042969,167.72182216558926,155.53726217928414,418.5732821571219,165.75784736817235,153.62047430521832,414.29901690120346,167.43417533006158,155.1400081386409,416.75696418781513,49709300,22838600,16216600
2024-04-11,173.62367248535156,158.3180694580078,422.4230651855469,174.04028741115994,158.58620908812793,423.8445365841043,166.79935169580833,155.38827953878376,416.92473693729744,166.97788797659143,155.83519407658596,420.3402327247268,91070300,27166400,17966400
2024-04-12,175.1214599609375,156.6495819091797,416.470703125,176.9168120397123,159.12253144332848,419.70849269035864,172.80039755418966,156.0636269091037,414.3681085669582,172.8499808741194,156.87801737370006,418.59302946474156,101670900,25353700,19253800
2024-04-15,171.29266357421875,153.79922485351562,408.3169860839844,175.200785081753,158.1492271341313,421.32736877280126,171.10419855705527,153.53107008373672,408.10966683089106,173.94105717912421,157.77182524735122,421.1101986920762,73531800,27136500,20273500
2024-04-16,168.0094757080078,153.34237670898438,409.2448425292969,172.35402488220237,154.5838143933326,413.01569096987436,166.9084566077323,152.3790198535887,408.4058051032582,170.360294137519,153.1338236644043,409.23499170212773,73711200,20779500,16765600
2024-04-17,166.64064025878906,154.40505981445312,406.5401611328125,169.2691919230274,156.0040322116408,413.4895740933759,166.64064025878906,153.5211567597512,405.0495831926222,168.23761366668208,154.55402627985885,411.8805452142036,50901200,21763100,15855500
2024-04-18,165.6884002685547,154.9413299560547,399.0675354003906,167.27546002889196,155.864967359591,406.5895007512514,165.20237475763562,153.56085202737432,398.7516762985985,166.67039519798726,154.275921257768,405.34570574936373,43122900,19883000,21029900
2024-04-19,163.6649169921875,153.0345001220703,393.9837951660156,165.05358296102196,155.28895516371534,400.2619651903072,162.75236290762146,151.25676805460682,392.6511620364622,164.86513304300607,155.13004750565483,398.83061291692513,68149400,32615600,30565800
2024-04-22,164.4980926513672,155.20950317382812,395.8001708984375,165.9066008250168,156.56018797481067,397.66586357799235,163.4367584871004,153.004708643485,390.65722508776963,164.18068981978783,153.252996179296,394.9314905053024,48116400,26446200,20286900
2024-04-23,165.54953002929688,157.17593383789062,402.3251037597656,165.69832539217154,157.88107709681086,402.94700128728675,163.58555534900174,155.20950082719352,397.8731320388209,164.01208389352126,155.88485079460835,399.0379397213986,49537800,21151600,15734500
2024-04-24,167.65237426757812,158.0399932861328,403.7958984375,167.93010742906517,158.47698179082704,407.16201954597966,164.86511388137603,156.093412261841,401.54524043863097,165.19243035823263,156.41122759408012,404.28946405238224,48251800,22779100,15065300
2024-04-25,168.51535034179688,154.93142700195312,393.9048767089844,169.22952573993217,155.4180760423038,394.74394432686086,166.7894239404159,149.8365617646382,383.0365516126927,168.15826264272923,150.2934175121377,388.9593393273181,50558300,57109700,40586500
2024-04-26,167.9301300048828,170.7721710205078,401.0911865234375,169.9536169013635,173.51327522567658,407.68521620447916,167.8110906801551,168.48792256762354,400.53839541992835,168.50543881254012,173.17559264604492,406.8659105019104,44838400,64665300,29694700
2024-04-29,172.0961151123047,165.0118865966797,397.07354736328125,174.60564226594082,168.3886061017505,401.0911788014965,171.69935778865286,164.07833821221814,394.05292813266897,171.96716217122307,167.90195708676399,400.0349411285761,68169400,45610000,19582100
2024-04-30,168.9517822265625,161.6649932861328,384.3197937011719,173.57407962239418,166.94855978571303,396.9847044226994,168.6244505944639,161.48623351871703,384.16187921211525,171.92750782528833,164.47561025657222,396.32331323474864,65934800,33562900,28781400
2024-05-01,167.9301300048828,162.73757934570312,389.85760498046875,171.31254198345843,165.9752432828852,396.55035342207367,167.74166494811112,161.97284950974932,385.28718262896496,168.20786320370715,163.174567823391,387.5575723765422,50383100,33493200,23562500
2024-05-02,171.6299285888672,165.47865295410156,392.7203063964844,172.0167723030629,165.5879000634434,394.7834071649824,169.50724497899176,162.76735761859345,389.5713551906569,171.11413192483198,163.6611865828327,392.5426299953367,94214900,24294500,17709400
2024-05-03,181.8961639404297,166.0944366455078,401.4267578125,185.48686744008484,166.8095059662969,401.9104424369372,181.1819886945406,161.93313508971997,396.6885102088717,185.13969345224513,166.41223681348706,397.10311854756935,163224100,34662400,17446700
2024-05-06,180.23971557617188,166.9485321044922,408.2182922363281,182.70955826534143,166.98825143924222,408.60325778406036,178.9601450261929,164.8927041944619,401.1405474563734,180.8745364649345,166.31291666862015,403.4998057579773,78569700,21871300,16996600
2024-05-07,180.92410278320312,170.0769500732422,404.0722961425781,183.40387401178498,170.5834511551503,409.33372249534176,179.8528549315395,167.23654025708916,403.8255133338143,181.965609726272,167.34578737133612,409.32384154303776,77305800,28039700,20018200
2024-05-08,181.26136779785156,168.2197723388672,405.2568359375,181.58869942461462,168.98448702093918,406.92509001231815,179.9817973354757,167.58415686761862,401.47610671474314,181.3704783401059,167.84237044353367,402.91733990206393,45057100,19569100,11792300
2024-05-09,183.07656860351562,168.79580688476562,407.01397705078125,183.16583674066726,169.5208022541753,407.40882353824776,180.63646690744054,167.02798566826758,403.83541312066325,181.0828227285221,168.22970402279228,405.28649730886616,48983000,15346700,14689700
2024-05-10,181.81512451171875,167.4947509765625,409.40283203125,183.84135574437508,168.68654316784418,410.0346105329173,180.9013327671207,165.05161032382293,406.50066355453686,183.6526350835399,166.87900279086293,407.62600771381045,50759500,29799900,13402300
2024-05-13,185.02333068847656,167.9813995361328,408.3959655761719,185.8378061410755,168.12043993752937,412.96638834799694,183.37452561798457,162.8766088644778,405.53329081056893,184.18900107058352,163.13482242299506,412.6307673185676,72044800,31327600,15440200
2024-05-14,186.1655731201172,169.17318725585938,411.19940185546875,187.029714327999,170.0769574991566,412.117426712038,185.0332642686859,167.64374274389093,406.25386452353786,186.24503525163803,168.60709956951226,406.71781742817865,52393600,25127100,15109300
2024-05-15,188.44012451171875,171.3283233642578,418.3887939453125,189.36384333151435,171.46736377620064,419.1107104287916,186.1059718662387,169.3420231054926,412.64321876209584,186.6423374407049,169.46121142592096,413.26623802905556,70400000,26948400,22239500
2024-05-16,188.55931091308594,172.9868621826172,416.3219299316406,189.81082048816586,173.92042562055778,420.70283173045664,188.3805324914181,171.50707836033257,415.6890421322498,189.1850657006259,172.10295927623514,417.12294600008903,52845200,27867900,17530100
