date,channel,messaging_consistency,customer_engagement,synchronization_score,revenue
2024-01-12,Email,81.45632226228791,76.36850367947805,93.8292961755305,4474.923740206968
2024-01-12,SMS,94.02976409559786,87.16051925868192,78.91582269578593,1624.251707876489
2024-01-12,Push Notification,72.51945003443566,60.54665476954649,76.88885921511857,7147.0609607472115
2024-01-13,Website,71.77971621150573,69.56926890881284,91.89750621938909,1209.4474216224328
2024-01-13,Mobile App,90.36171206472339,68.455643243202,77.36329655243313,7270.634488277356
2024-01-13,In-Store,85.7235711694971,86.32416040581158,89.70142087607772,8231.328373463637
2024-01-13,Social Media,77.05086431428266,65.32318631339169,90.01229503281716,8261.512653405376
2024-01-13,Email,94.76262855001683,72.3785303073428,82.44036171585566,7987.716646677972
2024-01-13,SMS,78.52008850632545,87.92271976810694,92.16825503686023,4860.946246375165
2024-01-13,Push Notification,88.77177669478743,82.63628622254048,77.06247737671865,9122.9761601161
2024-01-14,Website,82.63130931119643,84.79372398323225,81.40099202061224,9059.709056465805
2024-01-14,Mobile App,79.73004196835407,60.32512954440895,93.10763952838528,1821.580091075202
2024-01-14,In-Store,77.98284093976037,88.50185901152415,94.01214293875113,6160.940993109575
2024-01-14,Social Media,85.79593030424498,73.45336565934959,80.86421543396129,3957.9809083292434
2024-01-14,Email,86.81296140192596,82.5712358831304,90.83158087451697,8106.563285150985
2024-01-14,SMS,72.28015257621726,74.83260914107744,76.15117520033289,5945.75994091362
2024-01-14,Push Notification,81.03826253433442,86.631125482749,82.01830025104158,2053.603147848453
2024-01-15,Website,73.5747920513209,82.84531895152416,87.36436126632522,1910.1040851051123
2024-01-15,Mobile App,72.10267015287494,81.0290739437736,76.45526012728386,8396.740533613205
2024-01-15,In-Store,87.65605567891241,62.44046341925699,76.69675428170383,9879.75620651058
2024-01-15,Social Media,79.356769893903,71.11926441200673,91.25599134515005,9525.23719645473
2024-01-15,Email,94.65002659557177,82.60134555776825,82.52519171061832,1751.5064502880189
2024-01-15,SMS,89.42867289818592,76.75212749207415,83.48444018493953,9157.189465852623
2024-01-15,Push Notification,72.77993705765378,74.77875312872577,75.22707289534839,5217.945777947137
2024-01-16,Website,71.40758189204594,63.564537488042156,77.3505249355421,6842.892719044572
2024-01-16,Mobile App,88.65112198163558,77.5010629529148,94.24345096949084,4373.835215713337
2024-01-16,In-Store,77.14280215704652,86.0579738456838,79.47191677038906,9669.002854965502
2024-01-16,Social Media,70.3038618672454,89.09636480122917,75.86319823901152,9020.28802328264
2024-01-16,Email,83.1925277271575,89.78894388357901,76.47593129470798,5984.688559611887
2024-01-16,SMS,94.23256339047748,75.69293532510446,87.58797276270525,7261.738200861554
2024-01-16,Push Notification,81.36352661919433,78.8267424025219,86.686286238462,9110.4220944189
2024-01-17,Website,71.13615950853645,68.42889568776691,94.00822968153118,9012.374055018247
2024-01-17,Mobile App,81.39141881964282,78.6039779340461,80.54762365962266,2693.0904375138516
2024-01-17,In-Store,81.59246012349955,70.60056684078158,86.67312223701744,1699.6117326848635
2024-01-17,Social Media,94.35987019165417,89.58632233438809,88.9632342803949,5824.867297097084
2024-01-17,Email,77.7381904071582,84.41385059120846,88.69462345107759,2463.5524541040218
2024-01-17,SMS,92.77317961234606,84.67611728769506,93.99599826583848,7531.475575495239
2024-01-17,Push Notification,85.33537989839475,72.54729108871857,93.65456966708027,8794.575005503675
2024-01-18,Website,71.13046675265474,60.79100923491756,82.529267337561,8294.979977036495
2024-01-18,Mobile App,94.68190323287361,64.51250673310585,86.8826143070427,4428.017709679194
2024-01-18,In-Store,94.24785994536508,85.26356769407126,91.76657409422276,5218.238438154733
2024-01-18,Social Media,80.37048755844162,68.20221215792118,76.12750993301854,8782.501386295478
2024-01-18,Email,90.32252522825193,89.99153019858392,94.93273674147811,5998.885350423647
2024-01-18,SMS,89.22468537951276,88.34297189647285,91.99294781354823,3226.132915688779
2024-01-18,Push Notification,81.26360338275234,63.87478245454485,94.08102054517445,6455.57171005792
2024-01-19,Website,75.71607013758657,80.1510205321757,87.36256480915792,4223.464462295565
2024-01-19,Mobile App,72.83893980499073,80.14719586778399,85.40615401807587,7950.865525620754
2024-01-19,In-Store,83.00408752779984,85.5654450095562,86.0381367754897,6048.441743818476
2024-01-19,Social Media,91.91634006645863,72.10448598637191,77.68030456901282,1259.0440868200508
2024-01-19,Email,88.87843139184048,78.60928654060395,89.08159536198447,2916.6774535801965
2024-01-19,SMS,73.40928688966925,60.43633997003646,82.01175117613194,6309.259181691697
2024-01-19,Push Notification,79.8061011274933,73.12424766071187,93.08317388987497,4134.299203209703
2024-01-20,Website,82.84973722899527,83.5095903822343,82.9308556464254,6598.780302050862
2024-01-20,Mobile App,91.55909271866862,88.48561870972927,77.94146961858075,9339.28862645345
2024-01-20,In-Store,82.30290732698846,67.74733164896875,84.18271512476522,9820.293177569294
2024-01-20,Social Media,82.31545234982174,69.86254830862525,87.66801708633452,3161.310569003738
2024-01-20,Email,71.8965832027166,63.866391657319475,77.56091677915545,2367.1242416106493
2024-01-20,SMS,73.47067931623525,79.22624234409643,78.6376016879829,4111.005549914769
2024-01-20,Push Notification,92.4197102476503,74.21884920788617,88.35115477042055,2550.8788408146684
2024-01-21,Website,74.80722547021676,61.226058487994365,78.3787012614433,3507.313051287628
2024-01-21,Mobile App,74.42526210691867,62.66107601271167,77.41271742201202,5147.008912294532
2024-01-21,In-Store,75.15834296014481,70.92809583144226,85.06834541709713,7213.553457664288
2024-01-21,Social Media,70.98280349602747,83.98231196727127,87.55800778981815,1735.8312875398472
2024-01-21,Email,91.83946560266943,87.6261720159544,76.22155919709728,3491.8988333248335
2024-01-21,SMS,90.15503199482653,82.44779071150975,78.69042038712755,2884.143910030393
2024-01-21,Push Notification,79.26180256978455,74.53568955573064,87.36509543060592,4320.2227561279515
2024-01-22,Website,81.5633679033287,82.4241281440127,75.73366405781196,3271.932499096187
2024-01-22,Mobile App,87.83373964711382,86.85620513061598,85.23354884231333,5789.021367387841
2024-01-22,In-Store,72.6793002834944,73.42237100470363,85.65234532910047,3182.2345327125668
2024-01-22,Social Media,76.73108077373452,71.31852489313869,75.40142395555452,3898.7124902486044
2024-01-22,Email,75.28620017491362,69.82492056533744,77.39524263638502,9014.745526659055
2024-01-22,SMS,84.83981133885122,80.37306957433469,90.78342477214676,5485.979790361515
2024-01-22,Push Notification,72.17300720218559,76.11319625455643,86.73682236041758,7708.95526765897
2024-01-23,Website,80.79148865574199,63.82740908386691,80.67551811597448,4267.7406675877155
2024-01-23,Mobile App,86.14793103329004,77.12334914006736,82.12193451795693,9878.637239136817
2024-01-23,In-Store,85.14437048392217,67.11680375207983,77.03564945240808,2375.7322526589883
2024-01-23,Social Media,76.14894320961271,64.82044119778666,78.73134048102611,3565.856518244624
2024-01-23,Email,74.33433988236887,86.90296273879275,76.60467491323284,5720.602506132292
2024-01-23,SMS,80.25992067474154,89.47135850725819,77.24077804336105,4580.700391411675
2024-01-23,Push Notification,94.23676083188423,85.96521377681941,91.3414414189856,3321.1254434044586
2024-01-24,Website,74.27218968475165,80.05929659773292,93.58751978255171,6010.866037125368
2024-01-24,Mobile App,84.2903172367475,68.39937280980853,90.38985866383874,2683.3937370177105
2024-01-24,In-Store,78.09198091010609,72.76309315849251,85.1522075736891,3181.687591735722
2024-01-24,Social Media,72.87092061848008,78.31860127324897,80.77261106480512,6231.143992803511
2024-01-24,Email,73.85906788185505,74.43420305564453,85.65178865103172,1466.4118314018422
2024-01-24,SMS,78.41510695484801,64.03244030816923,76.26749940945535,9909.642091509508
2024-01-24,Push Notification,78.05884612436807,84.29623337563905,80.09281309527528,7133.524500015364
2024-01-25,Website,89.00569649724217,77.86916221823533,84.43152377100317,4706.568227325417
2024-01-25,Mobile App,78.72170666357488,87.88587432743478,91.61238815575459,9685.242195998613
2024-01-25,In-Store,73.10743058713862,81.92602425610933,93.76680913642076,2631.0975954909413
2024-01-25,Social Media,71.66240668416944,82.23361947870177,86.48946226359824,8576.458990824449
2024-01-25,Email,73.49430941565724,83.8580193557967,79.03254640095489,2472.9034857913407
2024-01-25,SMS,74.10664494827482,84.43724160694147,88.303944413924,5707.588822922074
2024-01-25,Push Notification,78.97076210308757,86.31601622439325,82.84890214845271,8349.394955244194
2024-01-26,Website,80.97837271425546,71.30833288274722,84.25359571339213,3712.4008674772786
2024-01-26,Mobile App,88.69023450440628,75.08161170277438,79.64425390293634,9096.171159471116
2024-01-26,In-Store,79.59728053433028,76.30658583341966,93.12944221929094,6618.1419632259285
2024-01-26,Social Media,72.92245101770911,88.19496370840426,87.55416106142836,4014.150531913775
2024-01-26,Email,73.48180181658468,83.82075567810888,87.40145511857027,5801.149827786894
2024-01-26,SMS,92.34731457627394,83.65791633673592,78.03349759465502,3805.4986101599343
2024-01-26,Push Notification,76.21222849536164,82.3183887771803,75.67064869471558,6129.0071638418485
2024-01-27,Website,89.06146714351726,86.30296910285249,81.84163497431815,8391.315742048117
2024-01-27,Mobile App,72.76579342388018,85.39356875203555,77.54977324663965,4575.585615043306
2024-01-27,In-Store,89.93238414448884,64.49752282046322,79.58502790465283,7500.273115537597
2024-01-27,Social Media,88.00091341365186,79.23442898655892,88.878968889342,5884.519990128366
2024-01-27,Email,76.29497647267382,70.37087980511758,78.63195433602851,9176.055052002655
2024-01-27,SMS,84.58479486915301,72.02554250290919,84.24011607288266,9525.550056506338
2024-01-27,Push Notification,73.83378507790201,77.58689496050391,85.11777357768932,6503.088118911831
2024-01-28,Website,70.45275459552101,86.16371726832455,93.64236564967224,6086.198652302881
2024-01-28,Mobile App,87.4162705969223,87.67498143531887,89.14477268626797,2372.851386228352
2024-01-28,In-Store,84.40720900417033,78.20145139148568,83.48261342604772,7627.998120622506
2024-01-28,Social Media,93.35917536922537,87.76705538720329,84.01678742808264,2019.1424125667972
2024-01-28,Email,94.62102997405836,85.16694259337802,77.49325362406533,9287.57694355635
2024-01-28,SMS,91.7474090515532,75.56514171378217,86.82550871489859,4591.024334831172
2024-01-28,Push Notification,71.36904097055078,70.05591724937703,91.05706897196023,1041.6882070414258
2024-01-29,Website,78.3374792922786,71.9450608077283,85.74791205875846,9278.700547714845
2024-01-29,Mobile App,78.65864985914904,70.40859605688684,89.75002496219497,5069.961468008264
2024-01-29,In-Store,75.61512057349955,73.57318548398081,77.817140407596,2587.48287855601
2024-01-29,Social Media,82.459194318487,72.56776348513644,93.296918021362,4261.545092049698
2024-01-29,Email,84.51470875695108,78.96792863758591,75.26188913176668,6971.836348150396
2024-01-29,SMS,74.45089917174379,88.83210952408365,77.97325455506225,4731.617113543213
2024-01-29,Push Notification,72.1337417019661,89.90622755537842,85.04390020662485,6358.465155880394
2024-01-30,Website,71.67691193471069,82.49881411197534,79.19811186191171,9082.488604966424
2024-01-30,Mobile App,75.12849101205018,65.72063161991,75.7309933569619,5248.602505989993
2024-01-30,In-Store,84.12102833156541,61.971259182850574,90.51055233390021,5079.5995127322485
2024-01-30,Social Media,83.1097567331895,73.22288240814684,83.01526121750652,6036.762981773961
2024-01-30,Email,73.88100614826782,65.45784391485813,92.23571242027035,9515.039159202695
2024-01-30,SMS,79.33273290699383,68.12234019430662,87.87999086478031,4678.607539882868
2024-01-30,Push Notification,70.63465889150862,64.68457792098572,89.31944457694794,6930.315477191362
2024-01-31,Website,70.67739981258708,66.65916485798849,79.62149593176143,7047.034692388555
2024-01-31,Mobile App,70.4927634438591,63.123257459537214,90.99832170746379,2606.9019584890025
2024-01-31,In-Store,86.31865269629687,67.1454834314018,76.9888278551869,3188.5497189950866
2024-01-31,Social Media,88.05667329639148,85.67089404318857,91.60439729133984,4574.651766566093
2024-01-31,Email,86.70212841426616,66.14952886247463,80.86295460522027,9067.022366690078
2024-01-31,SMS,70.3250480877684,62.56525592563404,79.15772510292055,1238.7898348643773
2024-01-31,Push Notification,74.53588587724494,77.49124682909077,83.42849101184996,9034.045399692774
2024-02-01,Website,90.43608904346102,70.25452055093628,80.18846866862584,4417.231673505402
2024-02-01,Mobile App,84.7573735628702,68.0419092246863,87.48297815698268,4684.704869721164
2024-02-01,In-Store,83.8011795212995,73.0837958740595,80.88931519083836,9536.07976265941
2024-02-01,Social Media,89.09014485399402,64.20339527299357,92.36935951795826,5386.880784245623
2024-02-01,Email,92.36380567235229,83.99565767841946,83.50427008938468,1202.2237748810567
2024-02-01,SMS,76.71693398462365,76.24902643982601,87.66956439652294,3320.9891688988205
2024-02-01,Push Notification,73.4839018518206,85.04790710397897,94.68804361407105,5731.211640724173
2024-02-02,Website,74.29198214620759,68.16921979558107,75.36781353094933,9228.689259044491
2024-02-02,Mobile App,72.94377707225352,77.2954942654276,80.48110441374412,5987.602022642141
2024-02-02,In-Store,86.28550970879661,84.89225411121605,79.12842543521207,1098.9624579263243
2024-02-02,Social Media,73.42214075172018,87.00055925544315,92.47780155125031,6376.717919532774
2024-02-02,Email,85.01292151084134,79.95110023638766,78.50742557246899,9229.707513324638
2024-02-02,SMS,80.46926312230183,71.49415584748492,85.37835410565675,1422.6937009754954
2024-02-02,Push Notification,74.15708421890199,82.14100849279112,76.65597335850254,6428.368985197494
2024-02-03,Website,76.13372774203302,71.6788684212593,80.773874735414,4201.054448184542
2024-02-03,Mobile App,87.97614762960613,68.91365146869525,86.32809280593794,5284.453619791897
2024-02-03,In-Store,86.5917791340662,88.10489217974273,89.651441944205,2934.463407316811
2024-02-03,Social Media,70.77957837653211,67.86792132899475,86.9015586140051,1462.8323213582532
2024-02-03,Email,82.4091561800309,77.90528546750667,81.68487781633921,7938.209833712397
2024-02-03,SMS,72.66495632834429,62.254133452074264,89.56377512407207,5459.421845855786
2024-02-03,Push Notification,87.2100599106934,73.04482015811239,79.92804066478213,8371.920859067797
2024-02-04,Website,89.98539697422449,80.8408941256328,80.44290274459925,6312.076001821784
2024-02-04,Mobile App,79.02434742350067,62.747462199799024,93.34627150924486,2231.3676782706525
2024-02-04,In-Store,93.75593384552006,73.38017318873867,78.7026585767724,5877.1085264052235
2024-02-04,Social Media,91.82364589691021,81.96674659228684,91.131222957229,6929.050300396456
2024-02-04,Email,87.30691411294632,85.47586954695957,79.99336017718372,5404.824672788264
2024-02-04,SMS,75.53023604549006,89.63004023989942,93.88118679373227,1354.841302316553
2024-02-04,Push Notification,87.63937931289222,87.75744952246997,78.61150690254667,6111.507074973665
2024-02-05,Website,92.88720743970104,61.01837935757396,88.9484053449368,3676.141066352957
2024-02-05,Mobile App,93.10990488441325,89.13174735496104,93.88532978226868,5267.927949917174
2024-02-05,In-Store,91.55106627473283,85.33648195605211,81.3820094648651,8460.239267356095
2024-02-05,Social Media,70.92519086788731,77.8880963544616,79.60017674575406,2085.1019719955093
2024-02-05,Email,71.92383004073022,80.88866327634419,81.79749927536132,7522.900943758853
2024-02-05,SMS,71.63390851997356,69.4587101349183,85.78982584750675,8116.508483550672
2024-02-05,Push Notification,77.96881257330175,78.77674129311028,92.71955496472374,6542.768693640741
2024-02-06,Website,75.82398686884085,60.73202344669614,92.4019774780186,1191.4246976534841
2024-02-06,Mobile App,91.86754181710498,75.86811402081636,93.78135397025792,8189.0491219629885
2024-02-06,In-Store,94.94835276333343,70.5213544635513,90.34376577862254,4617.378222483179
2024-02-06,Social Media,81.99689050759773,78.8251638965511,92.47354228372677,9856.751222793657
2024-02-06,Email,89.20683534661295,72.53300346502002,83.4271400455414,7638.240714300024
2024-02-06,SMS,75.96942864420755,63.31422339394184,82.09244315281553,3585.1509248867355
2024-02-06,Push Notification,77.40770301139975,67.0082325314973,75.84186379272724,1160.8654126007243
2024-02-07,Website,94.6930597434008,72.83319401207586,82.68653294319364,7116.8255442376285
2024-02-07,Mobile App,75.45634719662661,88.49883551850677,90.72690028831104,1804.6990208103357
2024-02-07,In-Store,80.4395193946232,86.37354922686494,93.8946404458282,5206.613601248828
2024-02-07,Social Media,85.33528473026769,65.01101838276226,94.82337252273953,3085.0453124509904
2024-02-07,Email,93.56829435337814,79.48939946977106,87.15473589757718,5614.196599148578
2024-02-07,SMS,75.76674529294397,65.29584096016525,79.4097241814035,2677.9443592982907
2024-02-07,Push Notification,89.48961183916883,70.5037577750019,76.15685353126793,9721.923671267303
2024-02-08,Website,92.09464712408564,87.83256849585639,94.8981564529287,2565.0572429753856
2024-02-08,Mobile App,79.90605047256646,82.74715427112274,88.92041236107585,2385.0631570586957
2024-02-08,In-Store,90.39582812476544,66.73321715509982,79.47635229645246,5832.769806040722
2024-02-08,Social Media,84.82349837104258,77.40258623513434,76.8297367479551,8897.147763673423
2024-02-08,Email,76.64000106471765,63.88544763848412,92.77496159737954,9600.86348406778
2024-02-08,SMS,91.55319043163627,84.28548224174634,88.10483961278044,5957.716335482254
2024-02-08,Push Notification,72.17466899778525,72.25359639212095,82.45377034024628,3337.784053842936
2024-02-09,Website,88.08550284221462,74.87627205236312,76.62092431815296,2981.648817548302
2024-02-09,Mobile App,87.0814690914899,62.283925784709005,92.02413828097538,5456.318743125769
2024-02-09,In-Store,82.0146644331662,77.77223353978553,91.49361931850298,4130.282871119737
2024-02-09,Social Media,86.95040381397659,76.97195891987373,80.34056540338842,8907.669877196422
2024-02-09,Email,89.9356505401732,79.75355503975277,92.01163458188483,8805.647808638221
2024-02-09,SMS,87.70907441787587,85.11039985091016,88.94942923338567,7121.2669458427035
2024-02-09,Push Notification,85.4652844553796,82.58149918672923,78.17210210586147,8927.836832790355
2024-02-10,Website,91.7960881936308,60.87741849103678,91.51633501129525,2159.8288072610067
2024-02-10,Mobile App,78.37797135647855,82.30524768874824,78.21519792096616,8361.70321707156
2024-02-10,In-Store,90.80335444894355,75.22403201282509,75.12771743433667,3583.343198574215
2024-02-10,Social Media,85.42317295939355,89.4355853408227,87.63627054033337,3338.2322295774384
2024-02-10,Email,85.85014257749029,76.19956139147567,90.59690790302287,1962.8257494426257
2024-02-10,SMS,89.0256975625507,76.2379973602833,94.25984007717989,4076.8494943481746
2024-02-10,Push Notification,85.8155473283487,87.96084316530053,77.05019455981359,9435.05638512806
2024-02-11,Website,87.19714305752034,62.03511177315516,81.01927133893632,7373.548797807534
2024-02-11,Mobile App,71.6837650367193,77.4651138052882,81.91766113905913,6588.239659907294
2024-02-11,In-Store,71.14355084531282,86.14610418457129,94.46977938354794,9719.900697571224
2024-02-11,Social Media,88.74129579357312,63.90258720391896,90.16526391858045,1221.2822481292137
2024-02-11,Email,70.55308878822493,69.70830657448624,84.77286380809332,7933.666760270139
2024-02-11,SMS,87.08238441516264,73.37708119130245,80.47253332563332,9974.1205014194
2024-02-11,Push Notification,80.65453255589932,73.54161072989027,78.27247642383338,8153.2859387493645
2024-02-12,Website,87.34205564453721,66.62308838366282,76.64762091231685,7124.493718672418
2024-02-12,Mobile App,86.36278035702838,68.19778580994628,94.0172712450082,2359.521026028102
2024-02-12,In-Store,80.80837002606505,88.30847760502796,83.39454633852245,6746.73352897677
2024-02-12,Social Media,79.93985994906986,68.2264560704601,94.67955295919657,4684.006056835387
2024-02-12,Email,92.35248009197836,66.89863817673259,79.26209408050167,1280.2067459606023
2024-02-12,SMS,86.29167063439712,71.05579031171284,92.28716499679274,5258.889160224015
2024-02-12,Push Notification,94.20483569786805,65.56576547109364,92.37246335911222,7989.371675125675
2024-02-13,Website,89.2730461161013,85.34349684350663,90.22047981885997,6635.982894682738
2024-02-13,Mobile App,73.28112194205968,60.975785384737556,93.41695695631374,6549.852830686642
2024-02-13,In-Store,89.91343227440441,74.4456705453765,77.34616377924789,2126.672129822954
2024-02-13,Social Media,87.13913218072429,72.90917684698388,79.01049453400674,5424.350920672932
2024-02-13,Email,71.60522342687835,77.45914205743196,80.37986808870195,8178.031905734693
2024-02-13,SMS,77.75904897308935,73.65660447245403,75.23241079816201,1652.02199015103
2024-02-13,Push Notification,79.81233891016711,74.3981650415137,87.00041096238607,3624.963208383729
2024-02-14,Website,87.37454715316356,85.80367191567613,90.59701977786699,1356.5694281352144
2024-02-14,Mobile App,82.01267368144572,63.147905352545244,79.84090031725054,9879.963339404318
2024-02-14,In-Store,73.56238857253783,74.96664460354069,87.36311468636238,7322.184734896936
2024-02-14,Social Media,83.99121708717286,60.29312542257551,81.52922616487984,5659.404790462403
2024-02-14,Email,72.19666247862084,70.51880793627542,75.66406217582733,1707.2064743951867
2024-02-14,SMS,79.92308190503991,63.98147262129181,86.35081696523116,7205.184722235392
2024-02-14,Push Notification,90.01466747772707,66.0045073273443,78.3496516451814,1941.1105630096022
2024-02-15,Website,85.91075623859092,81.19427179460703,75.63172289651284,9425.910216193208
2024-02-15,Mobile App,71.29928209128681,76.23889005903212,89.18121038901833,8838.72211371477
2024-02-15,In-Store,87.85217330331069,84.05184249209375,81.78900385085612,8333.42602371861
