star_id,hip,hd,hr,gl,bf,star_name,ra,dec,distance_pc,pmra,pmdec,rv,apparent_magnitude,absolute_magnitude,spectral_class,color_index,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,luminosity,variability_type,var_min,var_max,name,temperature,mass,radius,stellar_age,metallicity,rotation_period,period,brightness,magnitude,habitability_index,cluster,anomaly_score,is_anomaly,embedding_x,embedding_y,flux,dataset_source,record_type
11,10.0,224717.0,,,,10.0,0.002424,-50.866976,92.3361,42.23,40.02,0.0,8.59,3.763,F,0.489,58.275424,0.037038,-71.623522,1.388e-05,1.891e-05,1.131e-05,0.0006345264471514,-0.8877962163037024,2.047368173e-07,1.94022434e-07,,,Phe,1,10,,2.721447746454366,,,,10.0,6439.201919103254,1.3311548273072455,1.328284140837089,4.8913481033818815,-0.05,20.801610300424244,20.801610300424244,2.721447746454366,8.59,0.739,1,0.2731534068018609,0,-0.6849231163487061,-0.4445702906643453,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
12,11.0,224720.0,,,,11.0,0.002488,46.939997,239.2344,11.09,-2.02,-25.8,7.34,0.446,A,0.081,163.34042,0.106439,174.793831,-1.631e-05,1.285e-05,-2.088e-05,0.0006514234510753,0.819257490309185,5.37658372e-08,-9.793236e-09,,,And,1,11,,57.75638463945334,,,,11.0,9215.52968587499,3.1865026626546875,2.987545100041339,0.5517143572172263,-0.1,13.444792342755642,13.444792342755642,57.75638463945334,7.34,0.0,5,0.21099238352250366,0,-0.3818448194796362,-2.0586953451889047,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
13,12.0,224715.0,,,,12.0,0.002727,-35.960225,307.6923,-5.99,-0.1,0.0,8.43,0.989,K,1.484,249.053728,0.177782,-180.684145,-8e-08,-8.93e-06,-1.2e-07,0.0007138898970297,-0.6276243262421137,-2.90403395e-08,-4.84813e-10,,,Scl,1,12,,35.02676269138129,,,,12.0,3817.732081562202,2.762212859889319,13.556393921163146,0.7886006720709566,0.1,14.440514610673539,14.440514610673539,35.02676269138129,8.43,0.035,0,0.24335497802100303,0,0.029294604574773515,1.5019716963602052,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
14,13.0,224728.0,,,,13.0,0.00278,-22.594705,100000.0,8.45,-10.07,0.0,8.8,-11.2,K,1.128,92324.548321,67.196978,-38421.000273,-0.00187856,0.00409495,-0.00450696,0.0007278044591151,-0.3943519961814488,4.0966756e-08,-4.8820737e-08,,,Cet,1,13,,2630267.991895376,,,,13.0,4455.034400111444,68.27877398078823,2728.0539289398225,0.01,0.1,2.904479961616866,2.904479961616866,2630267.991895376,8.8,0.178,2,0.05510400841879581,0,4.622222041487185,0.7600332496116059,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
15,14.0,224726.0,,,,14.0,0.003228,-0.36045,205.7613,61.75,-11.67,0.0,7.25,0.683,K,1.2,205.757155,0.17389,-1.294442,-1.3e-07,6.159e-05,-1.164e-05,0.0008451205089178,-0.006291031055365,2.993724477e-07,-5.6577756e-08,,,Psc,1,14,,46.43014072818033,,,,14.0,4308.727009145039,2.9938398954358947,12.253414276740791,0.6448052597908265,0.1,13.870654558866693,13.870654558866693,46.43014072818033,7.25,0.13,0,0.262048704588751,0,0.04272769866766832,1.2991153462894605,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
16,15.0,236267.0,,,,15.0,0.003356,50.791187,523.5602,13.88,5.47,0.0,8.6,0.005,K,1.166,330.967664,0.290916,405.679189,-1.079e-05,3.522e-05,8.78e-06,0.000878642806215,0.886473445043945,6.72921389e-08,2.6519308e-08,,,Cas,1,15,,86.69618757582165,,,,15.0,4376.540476528758,3.5786092957402595,16.22905291240858,0.4127758550640449,0.1,12.686858580799985,12.686858580799985,86.69618757582165,8.6,0.151,0,0.24524547824404658,0,0.13078050381935544,1.242489399751804,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
17,17.0,224732.0,,,,17.0,0.003401,-40.192392,136.4256,-34.46,-26.37,0.0,8.15,2.476,F,0.425,104.212982,0.092744,-88.043116,-1.123e-05,-2.28e-05,-1.332e-05,0.0008903911655497,-0.7014895826469613,-1.670667943e-07,-1.27845367e-07,,,Phe,1,16,,8.904304435937416,,,,17.0,6749.854896000522,1.8677308219074837,2.18658417933775,2.0975594841180376,-0.05,17.56119635508532,17.56119635508532,8.904304435937416,8.15,0.353,1,0.2801455377282737,0,-0.48969757112498596,-0.6432736922567753,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
18,16.0,,,,,16.0,0.003469,-54.914363,751.8797,257.39,-96.63,0.0,11.71,2.329,F,0.421,432.180376,0.395981,-615.258522,-0.00028905,0.0009379,-0.00020245,0.0009081647919083,-0.9584364401602662,1.2478619324e-06,-4.68475459e-07,,,Phe,1,17,,10.19529977562602,,11.823,11.543,16.0,6770.355529079559,1.9413966939313148,2.3255845019631716,1.904207562952319,0.0,17.22479646657276,17.22479646657276,10.19529977562602,11.71,0.333,1,0.25378182177903447,0,-0.42380079360980333,-0.29300567764215446,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
19,18.0,,,,,18.0,0.003522,-4.05368,44.8229,-127.22,23.78,0.0,11.03,7.773,M,1.567,44.710745,0.041225,-3.168578,3.9e-07,-2.764e-05,5.15e-06,0.0009220561753115,-0.0707500682239362,-6.167799644e-07,1.15288693e-07,,,Psc,1,18,,0.0677329514008606,,11.088,10.948,18.0,3695.4367966963955,0.4633859451209953,0.6362437324576582,15.0,0.1,35.256550050202925,35.256550050202925,0.0677329514008606,11.03,0.254,3,0.13522090542224346,0,-1.2979171002773868,2.0550327403085715,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
20,19.0,224721.0,,,,19.0,0.003554,38.30405,249.3766,-2.5,-15.07,16.0,6.53,-0.454,K,0.955,195.693966,0.182078,154.572309,2.414e-05,-3e-06,-4.15e-06,0.0009304489470074,0.6685317837125663,-1.2120342e-08,-7.3061421e-08,,,And,1,19,,132.31223331133708,,,,19.0,4853.4453144401205,4.0380475490900745,16.302521954949487,0.30519079362740054,0.0,11.943332617753969,11.943332617753969,132.31223331133708,6.53,0.359,0,0.21881917835383335,0,0.07455602928674471,0.30700610296300046,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
21,20.0,224723.0,,,,20.0,0.004203,23.529228,96.6184,36.0,-22.98,0.0,8.51,3.585,F,0.516,88.585158,0.097476,38.571692,4.28e-06,1.687e-05,-9.87e-06,0.0011002201630937,0.4106625001608987,1.74532925e-07,-1.11410183e-07,,,Peg,1,20,,3.206269324505465,,,,20.0,6317.202555142311,1.3949910734627542,1.497978121188871,4.350823128927004,0.0,20.320085333754044,20.320085333754044,3.206269324505465,8.51,0.74,1,0.2736558285316061,0,-0.6026265334594222,-0.043109244927293434,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
22,21.0,224724.0,,,,21.0,0.004426,8.007234,189.3939,61.89,-0.22,0.0,7.55,1.163,K,1.438,187.547277,0.217307,26.382215,-4e-08,5.682e-05,-2e-07,0.0011586554478853,0.1397525936673375,3.000511869e-07,-1.06659e-09,,,Psc,1,21,,29.840081159302187,,,,21.0,3889.209072231671,2.638587061853559,12.056812156773407,0.884242588941827,0.1,14.774933247213418,14.774933247213418,29.840081159302187,7.55,0.043,0,0.24396847460200533,0,0.00044026848147557567,1.483030479664728,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
23,22.0,224735.0,,,,22.0,0.004674,-49.352266,318.4713,-7.9,0.46,0.0,8.69,1.175,K,0.962,207.454138,0.253838,-241.63337,5.5e-07,-1.22e-05,4.6e-07,0.0012237648725433,-0.8613595294862575,-3.83002808e-08,2.230142e-09,,,Phe,1,22,,29.512092266663856,,,,22.0,4835.866735501824,2.6302679918953817,7.755439717765486,0.8912509381337457,0.0,14.798280044675572,14.798280044675572,29.512092266663856,8.69,0.35,0,0.26269917032110224,0,-0.14524053355705574,0.3876741122611375,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
24,23.0,224742.0,,,,23.0,0.004971,13.312234,86.2813,54.15,9.65,0.0,7.57,2.89,F,0.456,83.962827,0.109269,19.866919,-9.6e-07,2.265e-05,3.93e-06,0.0013013321078201,0.23234231836455,2.62526608e-07,4.678452e-08,,,Peg,1,23,,6.081350012787176,,,,23.0,6595.421995871784,1.674942876026437,1.8926482102803361,2.7542287033381676,-0.05,18.544334042296857,18.544334042296857,6.081350012787176,7.57,0.476,1,0.28215080302492596,0,-0.5465261102768814,-0.5597925818306696,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
25,24.0,224746.0,,,,24.0,0.005091,-23.452695,105.4852,127.15,22.22,0.0,9.05,3.934,F,0.528,96.770874,0.129015,-41.982243,4.44e-06,6.503e-05,1.042e-05,0.0013327108552047,-0.4093267474010088,6.164405948e-07,1.07725599e-07,,,Cet,1,24,,2.324877101501644,,,,24.0,6264.565874307395,1.2725818189354754,1.2970989694249664,5.473759529540343,0.0,21.274941989678027,21.274941989678027,2.324877101501644,9.05,0.833,1,0.2680363325066001,0,-0.6611840012230571,0.0003778922716015753,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
26,25.0,224750.0,9077.0,,,25.0,0.0053,-44.290561,81.367,58.36,-108.64,3.0,6.28,1.728,G,0.763,58.243094,0.080879,-56.818381,-2.776e-05,2.298e-05,-3.282e-05,0.0013876607010597,-0.7730161236388425,2.82937264e-07,-5.26701582e-07,,,Phe,1,25,,17.733726245425586,,,,25.0,5394.78435092707,2.2740499508958965,4.830664734476405,1.2823305826560216,0.0,15.915168525205267,15.915168525205267,17.733726245425586,6.28,0.624,1,0.26990420862937403,0,-0.2564605454076877,0.2015596804325533,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
27,26.0,224744.0,,,,26.0,0.005606,-13.393378,100.8065,-103.33,-33.35,0.0,9.13,4.113,F,0.535,98.064726,0.14392,-23.350361,-3.7e-06,-5.05e-05,-1.585e-05,0.0014677276177089,-0.2337585417469175,-5.009579761e-07,-1.61685362e-07,,,Cet,1,26,,1.9715146109965855,,,,26.0,6234.295462976162,1.214027631365152,1.2060916561415578,6.157842425278655,-0.05,21.781959991003877,21.781959991003877,1.9715146109965855,9.13,0.87,1,0.2688480014940638,0,-0.736329303177021,-0.3421399592099962,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
28,27.0,224748.0,,,,27.0,0.00572,-41.297813,107.6426,135.96,-113.67,0.0,9.32,4.16,G,0.671,80.870646,0.121258,-71.041209,-3.925e-05,7.089e-05,-4.456e-05,0.0014974945859507,-0.7207828140174626,6.591526801e-07,-5.5108771e-07,,,Phe,1,27,,1.8879913490962923,,,,27.0,5702.764173000684,1.1991048038628787,1.4105362441239815,6.351219800010433,0.0,21.9170788605518,21.9170788605518,1.8879913490962923,9.32,0.911,1,0.27516417843729185,0,-0.6708322439512738,0.23133011694452923,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
29,28.0,224749.0,,,,28.0,0.005815,-43.361821,198.0198,-10.96,-8.69,0.0,8.83,2.346,F,0.468,143.966634,0.219137,-135.961029,-5.71e-06,-1.053e-05,-6.06e-06,0.0015223120636803,-0.756806540640195,-5.31355794e-08,-4.2130308e-08,,,Phe,1,28,,10.036909309200968,,,,28.0,6537.6738922951345,1.9327310712241859,2.474620280369213,1.9256237270694732,-0.05,17.263367960948656,17.263367960948656,10.036909309200968,8.83,0.45,1,0.28033965028731694,0,-0.4577411481240731,-0.569339283643414,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
30,29.0,224751.0,,,,29.0,0.006146,-49.107945,411.5226,26.86,4.05,0.0,9.14,1.068,K,1.041,269.397158,0.433657,-311.088145,6.02e-06,5.359e-05,5.29e-06,0.0016091294333527,-0.8570953311941525,1.302209546e-07,1.9634954e-08,,,Phe,1,29,,32.568668220166984,,,,29.0,4646.406583192409,2.705381845919476,8.825120722593603,0.8306700868549073,0.0,14.591399760900037,14.591399760900037,32.568668220166984,9.14,0.257,0,0.25877815623200934,0,-0.11926189282860829,0.45506636167588455,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
31,30.0,224757.0,,,,30.0,0.006408,42.141474,244.4988,-8.44,-10.14,0.0,8.26,1.319,A,0.142,181.293246,0.304102,164.049778,8.08e-06,-9.99e-06,-8.91e-06,0.0016775239650969,0.7355074748490638,-4.09182746e-08,-4.9160107e-08,,,And,1,30,,25.846396357698424,,,,30.0,8640.886432797874,2.5324615318721038,2.2732043609923016,0.979812232554347,-0.1,15.081335908112832,15.081335908112832,25.846396357698424,8.26,0.013,5,0.23266791492296174,0,-0.4692088584939199,-1.7965596960897612,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
32,31.0,224760.0,,,,31.0,0.006539,2.675477,306.7485,-4.88,-0.2,0.0,7.63,0.196,K,1.453,306.413678,0.524535,14.318687,3e-08,-7.26e-06,-3e-07,0.0017118529845584,0.0466958855157637,-2.36589076e-08,-9.69627e-10,,,Psc,1,31,,72.71098031596613,,,,31.0,3865.5971560208836,3.4031862219240536,19.051180372048307,0.46804295680452696,0.1,13.00973302944886,13.00973302944886,72.71098031596613,7.63,0.04,0,0.23458893346522297,0,0.13598296112701805,1.4469263621877804,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
33,32.0,224756.0,,,,32.0,0.006572,51.939487,330.033,-0.39,-1.38,0.0,9.09,1.497,A,0.04,203.462862,0.350076,259.85481,1.74e-06,-6.2e-07,-1.36e-06,0.0017205944557331,0.9065150604587552,-1.8907734e-09,-6.690428e-09,,,Cas,1,32,,21.93814991897909,,,,32.0,9652.203136124454,2.4165734514368276,1.6784258839471478,1.1015393095414152,-0.2,15.438718254260417,15.438718254260417,21.93814991897909,9.09,0.119,5,0.14061478319125226,0,-0.6397906475855956,-2.9080571523198175,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
34,33.0,224743.0,,,,33.0,0.006611,-10.462385,113.7656,-3.62,28.71,0.0,8.1,2.82,F,0.466,111.874004,0.19364,-20.658692,2.88e-06,-1.99e-06,1.557e-05,0.0017308764352666,-0.1826030590874387,-1.75502552e-08,1.39190007e-07,,,Cet,1,33,,6.486344335482383,,,,33.0,6547.222484879559,1.7060823890031234,1.9835396062584179,2.6302679918953826,-0.05,18.374318565870155,18.374318565870155,6.486344335482383,8.1,0.484,1,0.28273874425490675,0,-0.5325722963943057,-0.545511091223645,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
35,34.0,224758.0,9078.0,,,34.0,0.006638,26.918108,74.6269,42.2,-53.47,0.0,6.43,2.066,F,0.514,66.54131,0.115654,33.784832,8.73e-06,1.528e-05,-1.725e-05,0.0017378621745154,0.4698096167386025,2.045913732e-07,-2.59229874e-07,,,Peg,1,34,,12.989726288978543,,,,34.0,6326.068295373748,2.0805177654743625,3.0066807885592715,1.6016640529520862,-0.05,16.638935086262478,16.638935086262478,12.989726288978543,6.43,0.554,1,0.27936007114241385,0,-0.40341498261245995,-0.5037729853360131,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
36,35.0,224745.0,,,,35.0,0.006864,-14.490484,145.3488,162.25,-1.47,0.0,9.07,3.258,K,0.916,140.724913,0.2529,-36.369062,-4.6e-07,0.00011432,-1e-06,0.0017968988392211,-0.2529066603591587,7.866101967e-07,-7.126761e-09,,,Cet,1,35,,4.333112852118381,,,,35.0,4953.9124101907955,1.5203474748897268,2.8317729429997813,3.508672695072912,0.0,19.464345869589884,19.464345869589884,4.333112852118381,9.07,0.412,1,0.2702498220071948,0,-0.4704471143573084,0.45843951598283317,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
37,36.0,224759.0,,,,36.0,0.006893,12.267128,184.5018,49.71,14.27,0.0,7.68,1.35,K,1.15,180.288895,0.325359,39.201059,-2.79e-06,4.446e-05,1.247e-05,0.0018046047577052,0.21410176735048,2.410008806e-07,6.9182912e-08,,,Peg,1,36,,25.118864315095795,,,,36.0,4409.234032365268,2.5118864315095797,8.606543603397014,1.0000000000000004,0.1,15.142976267524638,15.142976267524638,25.118864315095795,7.68,0.162,0,0.2586189485246601,0,-0.056657430345507104,1.2929076940532256,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
38,37.0,224764.0,,,,37.0,0.007022,-47.179567,381.6794,-6.92,7.03,0.0,10.44,2.532,F,0.391,259.428169,0.476909,-279.957073,9.56e-06,-1.279e-05,8.84e-06,0.0018384434453164,-0.8234387777789912,-3.35491067e-08,3.4082401e-08,,,Phe,1,37,,8.456682000993544,,10.516,10.346,37.0,6928.532308056115,1.8404087343892632,2.022425731169489,2.1762775686410354,-0.05,17.69106991599675,17.69106991599675,8.456682000993544,10.44,0.286,1,0.2768546242057341,0,-0.5084209183625983,-0.7085367160991902,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
39,38.0,224752.0,,,,38.0,0.007429,-79.061983,42.3012,162.3,-62.4,0.0,8.65,5.518,G,0.778,8.026508,0.015848,-41.532715,-1.263e-05,3.326e-05,-2.43e-06,0.0019450169602809,-1.37989191408269,7.868526035e-07,-3.02523736e-07,,,Oct,1,38,,0.5405053537086688,,,,38.0,5347.895072184639,0.8387975298556187,0.8582015996992113,15.0,0.0,26.204909868075177,26.204909868075177,0.5405053537086688,8.65,0.894,1,0.24791534428239792,0,-0.921119676695052,0.4712014462342248,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
40,39.0,224763.0,,,,39.0,0.007485,-16.697009,92.5069,169.72,-32.54,10.0,7.46,2.629,F,0.475,88.606493,0.173657,-26.578231,5.45e-06,7.612e-05,-1.692e-05,0.001959549725563,-0.2914177863857463,8.228257786e-07,-1.57758371e-07,,,Cet,1,39,,7.733925780489969,,,,39.0,6504.489755441917,1.79402533345164,2.194464739330218,2.3196826351467563,-0.05,17.918306289305747,17.918306289305747,7.733925780489969,7.46,0.481,1,0.28442234728758203,0,-0.4998472154993729,-0.5403943327561501,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
41,41.0,224768.0,,,,41.0,0.007771,54.302236,364.9635,1.78,-0.47,0.0,8.7,0.889,A,0.026,212.959233,0.433276,296.389159,6.7e-07,3.15e-06,-4.9e-07,0.0020344915097307,0.94775281806204,8.6296835e-09,-2.278624e-09,,,Cas,1,40,,38.40608157258116,,,,41.0,9812.081842374097,2.8358660556381508,2.1489818674085184,0.7383898433582274,-0.1,14.251756205114724,14.251756205114724,38.40608157258116,8.7,0.021,5,0.20892829301806154,0,-0.47507578532523953,-2.2665442097899797,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
42,40.0,,,,,40.0,0.008131,67.216783,100000.0,-2.99,-3.18,0.0,10.61,-9.39,F,0.57,38724.465519,82.422961,92197.662534,0.00142438,-0.00144644,-0.00059697,0.0021286441606208,1.1731541831005936,-1.4495929e-08,-1.5417075e-08,,,Cep,1,41,,496592.3214503368,V463,10.824,10.514,40.0,6087.546961754481,42.40612326694351,634.8489796370459,0.01,-0.2,3.6855045864554925,3.6855045864554925,496592.3214503368,10.61,0.65,5,-0.016424860609993597,1,1.9359408111851244,-1.9808540486720978,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
43,42.0,224771.0,,,,42.0,0.008362,25.844765,163.3987,20.7,-6.51,0.0,8.2,2.134,F,0.387,147.054957,0.321961,71.23111,2.21e-06,1.64e-05,-4.64e-06,0.0021892871187789,0.4510762388380125,1.003564319e-07,-3.156137e-08,,,Peg,1,42,,12.201128470319311,,,,42.0,6950.232159734053,2.043619321084467,2.41410664643745,1.6749428760264375,-0.05,16.788474745229117,16.788474745229117,12.201128470319311,8.2,0.245,1,0.27378409420279537,0,-0.44867814690484276,-0.7392701471671272,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
44,43.0,224784.0,9079.0,,,43.0,0.008593,59.559679,136.2398,-80.6,-24.07,-33.0,6.18,0.508,K,1.032,69.024292,0.155048,117.45989,-3.27e-06,-5.324e-05,-3.715e-05,0.0022496078515178,1.0395125049217948,-3.907598265e-07,-1.16694652e-07,,,Cas,1,43,,54.55065881703731,,,,43.0,4667.197706522497,3.1349352228046445,11.319902293124118,0.5746832927021479,0.0,13.554919913944936,13.554919913944936,54.55065881703731,6.18,0.267,0,0.24844912967553173,0,-0.04315097135976044,0.4205892769436055,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
45,44.0,224776.0,,,,44.0,0.00885,-3.306323,335.5705,11.1,16.04,0.0,7.91,0.281,K,1.104,335.01103,0.776192,-19.353759,1.46e-06,1.806e-05,2.605e-05,0.0023169108752872,-0.0577062175640025,5.38143185e-08,7.7764114e-08,,,Psc,1,44,,67.23571072343192,,,,44.0,4506.152751227316,3.3279088954399683,13.481656452388751,0.49496151072590333,0.1,13.156050365384164,13.156050365384164,67.23571072343192,7.91,0.198,0,0.25097260323716747,0,0.08589365813154103,1.2049851012172734,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
46,45.0,224766.0,,,,45.0,0.008941,-72.202717,62.3053,-37.2,-2.78,0.0,9.59,5.617,G,,19.043572,0.044508,-59.32361,-7.7e-07,-1.124e-05,-2.6e-07,0.0023407299314697,-1.2601751399309251,-1.803506892e-07,-1.347782e-08,,,Tuc,1,45,,0.4934009711879577,,,,45.0,5774.772144722433,0.8172272831688641,0.7032105361903992,15.0,0.0,26.548489291659852,26.548489291659852,0.4934009711879577,9.59,0.952,1,0.23726344721296105,0,-0.9663670504894347,0.3158945238826588,0.0,HYG Database (Hipparcos/Tycho/Gaia),stellar
