star_name,name,temperature,mass,radius,luminosity,stellar_age,rotation_period,metallicity,ra,dec,color_index
Star_15,Star_15,3212.623251230451,0.7494724909732576,2.002478215533203,0.9516019879398819,0.7479155478852616,2.6125715656289676,-0.12485832146557618,99.74492989682386,-59.614198958778445,0.7230971671108144
Star_16,Star_16,4956.568706138541,1.4589187992397838,1.0823821573357568,0.9295557408032079,1.0404336762459554,14.350516495896958,-0.3390208017121073,338.71686104131356,63.70971878553352,0.3229374779601711
Star_17,Star_17,4280.753319498364,1.2846143978397633,0.7706143682362679,2.4795320328630197,5.297065345961019,14.141549590288257,-0.1350038573987441,44.764502915113326,-87.61881367704709,0.35433811978372104
Star_18,Star_18,6271.37099889291,0.6133757128481517,0.8240250627127168,1.460073841385676,3.9092473732184683,2.94877364098476,0.37714476505877187,315.04810270361475,2.1204821825065223,0.3590768841095977
Star_19,Star_19,4437.963886718183,1.0509201909519639,0.8797311555193428,0.5409047412836421,3.0977577674230172,14.225300648431089,-0.160600526104867,349.5384898576627,48.49966429588022,0.6831605952421821
Star_20,Star_20,3681.5444479970624,1.4560008909432713,1.1849094741667523,3.041818537833228,3.7249580359224055,25.28839347970659,0.10753608546288612,63.775268360145205,78.263193148701,0.46210541714509795
Star_21,Star_21,7998.4731533823315,0.4340035172895867,1.2326103978484724,2.0805248993115866,10.464927388529812,3.0100724703658934,-0.21928688271464197,259.9437831133627,73.65638451716767,0.7982191756926559
Star_22,Star_22,5461.335549270197,1.3121671668852863,0.7949468661638164,1.418015873140051,12.087041891850916,3.5466295968989456,0.22737655497708587,14.502786760079447,57.53247651857608,-0.20638799887131726
Star_23,Star_23,5901.292307031886,0.7179812105168476,0.9903054610744049,0.8729382495099133,5.325824759405607,16.67864524777685,0.20565232163706124,145.95221705009578,69.87444293903474,0.3929444404616602
Star_24,Star_24,3662.877720679815,1.3301601310827422,2.3558654235998313,0.5623316143224314,11.788831927509213,9.18155195534883,0.5545826499889234,185.86198771116264,-54.14045654932623,0.3121838117266849
Star_25,Star_25,4983.425913212226,0.6827479110319814,1.9957447082689321,0.7998556015706473,4.247294546097677,11.486598640070666,-0.052669183649764646,209.03228132746827,-38.84682677188882,0.5730977964882523
Star_26,Star_26,5966.383884564799,0.4055784130713223,1.1906858288428046,1.9217748725552457,6.246037123834912,9.703351808798153,0.20059644142737199,336.93740936948143,-37.985665514209465,0.4885856724529585
Star_27,Star_27,4073.5096338665458,0.4431835684906401,1.015317520109319,3.0979846388098253,3.0157740718263963,10.100215262536471,0.029420261861683363,242.01024742591008,-22.130292419694214,0.88935313396873
Star_28,Star_28,6363.547027518508,1.0243338238359316,1.0491838022362512,2.524255371763745,8.362140944068388,2.556968296061157,0.3887615345589043,173.26006243892533,-19.202279330666034,0.0921989685019828
Star_29,Star_29,4899.041965121793,1.1386703828281417,1.2781416525986165,0.7457911684122346,12.728856385755035,17.0790773110029,-0.2156497162826191,291.48301305572016,8.019958437841588,0.6636474428992256
Star_30,Star_30,5362.459375310084,0.6362534348463803,0.6642364947808922,0.5108034197410042,7.885060938959585,18.834155321895235,0.22350159386318433,342.1918155435872,-61.22164259404055,0.8175009269635116
Star_31,Star_31,4897.440081655905,1.376158923248325,0.9021715261498712,1.088207392251537,4.715801685064781,6.150217239838731,-0.058409188835004504,7.943813525624703,34.424399481478076,1.2069942309685864
Star_32,Star_32,8578.417276763406,0.43571800119721504,0.5130234981237031,0.34608750913138775,8.456845053277815,7.136471311764588,-0.019256453132549325,353.7076580121739,-59.83802292518883,0.5054702086719575
Star_33,Star_33,5779.754162893099,0.9674999562250203,1.1731462580194065,1.2139756423948624,1.6856767522034997,2.170839584352534,0.027525745334511856,31.00757006292492,-34.14447322118144,0.7473375813057551
Star_34,Star_34,4213.43360656615,0.5457970367652408,1.2954762340905097,0.9152467739348563,11.563702135423643,11.149602029128213,0.07567211892800321,293.1792405367541,0.6021235091077282,0.10884116223129056
Star_35,Star_35,7033.817368154783,0.7218643389745923,0.824255614901243,0.7560695564709411,6.589782965059889,11.677290273716975,-0.03486871293658738,100.9205109185085,53.35930107422592,-0.06758686129390709
Star_36,Star_36,3968.7345250434664,1.0239823966091823,1.8768497478688446,0.3841117164847787,5.896611672311383,7.030425191320963,0.06441395495115777,47.58467679139383,43.10446198297091,0.90343231273451
Star_37,Star_37,6113.295392507133,0.6503746596781633,0.6124387967674488,1.3609188055329178,7.657655771050398,18.164746095459616,0.47343541726865535,158.34803029698057,26.196184153894006,0.6483319119055788
Star_38,Star_38,2860.4948141803366,0.8250776530936662,0.5566882157369862,0.7264246601716176,8.159711829983292,5.656120398414198,0.2956349056845655,231.82436860114086,-61.96081309556937,1.003553806939527
Star_39,Star_39,3807.720926652354,1.6539169845248356,1.0939343875936975,0.49561785569981304,1.0259079003220182,11.607886533898348,0.26074637774906895,137.142664208451,8.468162210803989,0.23797913330907536
Star_40,Star_40,6095.291853803686,0.7494273220190634,1.520196071648744,0.17846597218193982,8.905762153781891,3.2682952838342136,-0.1366618578071612,19.643546981771625,-74.25962967602062,0.8059706418586258
Star_41,Star_41,6907.6998699931155,1.5186868637247457,1.9612285274073067,0.9836265827489243,3.220918676070332,7.251136964788331,-0.26677224846849734,215.80601027713797,-22.07462817660286,1.210645352163156
Star_42,Star_42,6057.052421784956,0.5684434589279437,0.832307175357904,2.8960593207609238,9.309988959335008,6.427056090528476,0.28659016747132593,324.8651793998429,-15.567024547807351,0.7759116825071798
Star_43,Star_43,5626.5275764176395,1.3033033617404015,1.539522546127353,2.709476732823259,10.710698847556138,8.848485705292099,0.26281403775893825,137.9575317410106,-82.83394089976431,0.7329744516773147
Star_44,Star_44,5348.344456616067,2.056045155881152,0.9847146376034911,0.7601361219187903,10.471064747427512,5.497967381508806,0.4418012027252946,77.87979994709774,-40.68214209540507,0.6525668242473049
Star_45,Star_45,3582.217014448859,0.29059572175503195,0.9332791563157109,0.696750959009458,7.2272624795617695,6.651363847322589,-0.18119418779076885,159.32784453581354,82.01690410796809,0.1787355628622264
Star_46,Star_46,4720.233687407937,0.6713614403903407,1.4239916867192226,1.3248040393162654,6.81019161080869,14.308270649202813,-0.06886459660810412,17.410575977561113,81.65386940934411,1.0566718807131044
Star_47,Star_47,5109.041843560319,1.3344724745236618,1.2981356910343211,0.5493435475498345,1.9430999012784111,5.210045610853673,-0.49184524875763025,295.3755304128989,-26.581130234542925,0.4667427080584803
Star_48,Star_48,7385.683339328373,0.9034606768570289,0.5322953030107,1.1985052314631717,10.101965340200449,2.0436518282630516,-0.11774133181826188,297.4826919420672,-82.24198038930167,0.8013449769149051
Star_49,Star_49,6315.427434352692,1.2039080056327252,1.8051002671152514,1.583516753572872,3.6011810077626154,29.954127358512203,0.29897115317383416,211.68016683466624,-57.762910920927325,0.18108970802862398
Star_50,Star_50,3155.439766955899,0.7393435409222413,1.7367864566202007,2.0879024181599766,6.507370954351511,22.312861541571205,-0.13994861376845938,127.11704001782022,-19.400797181962776,0.2961621006476659
Star_51,Star_51,6286.125954092193,1.0442457909931375,0.7786255098469437,0.9416774753498312,3.767135798764966,2.6279126028276534,0.1921439385602471,287.922011200482,80.60034563446136,1.0805262197666707
Star_52,Star_52,5222.376579375526,0.9251137114794256,1.1715426836880096,0.8849675953164755,1.8263858826960415,12.829744243794458,-0.0571509317993434,199.68732892381217,-64.58416856330672,0.5458093133126471
Star_53,Star_53,4784.616999541062,1.7930014993196126,1.2184896189481416,0.5904976919117184,8.221294289903401,4.941259131093376,0.09721710846646818,297.33563107800586,47.432851860278205,1.0859826428127635
Star_54,Star_54,6717.514433261302,1.1356559592428415,1.1098995395622604,0.6088835696297945,0.8008832492154594,9.122918576689836,-0.3443074169447002,227.32516532988743,-70.43714291255543,0.6265308022824447
Star_55,Star_55,7346.499283743927,1.1838849143712964,0.8024208472617186,0.8729409767207766,9.75752352022798,9.350027675201323,0.02556283489017032,282.385970356607,86.62636393042983,0.09743066811264282
Star_56,Star_56,7196.920178674298,0.81388314234238,0.7644112516233549,1.2465993252119796,4.196869658868405,6.125581922953297,-0.8973407912702169,215.4826775583936,-21.309030160355704,0.9176202799195162
Star_57,Star_57,4541.173715166042,0.7836419087346933,0.9898304349053868,1.7300508060543662,0.10173753975786064,3.947125006825158,-0.05606884744859545,149.09078455763984,49.54221700183008,0.4730323046733177
Star_58,Star_58,5336.181436223178,0.8055104574356237,1.5985414307572026,0.6176042675463576,6.693565896160265,4.252755637616854,-0.489141973114542,344.8605095734095,-28.333605093996272,0.8596066440551131
Star_59,Star_59,6296.895147105346,1.2180193686699567,1.2428909306768585,2.4488368124177087,0.7043896200060803,3.5503509850028965,0.3617983549640448,194.80097695638412,22.980397888585568,0.6575632602620246
Star_60,Star_60,7263.317690683539,0.8101853418349267,0.8622192133363168,0.8498680637819674,3.6625872958896033,3.798256833338608,0.23322220582935335,217.8322266745938,-55.43710474679339,0.187064531617139
Star_61,Star_61,5081.238643232065,1.1559094404242585,1.3616258780290031,0.9872614543446337,9.219996688178739,7.002430954348648,0.1400012945898243,79.37555018930973,-63.716216526546745,0.6992884296111708
Star_62,Star_62,5521.511535004274,2.8227184199390405,0.3200055152271542,0.6386957915722369,0.9086961189220697,4.167815379446049,0.4563018681478139,225.23428419381952,78.85154512226363,1.3088669426458397
Star_63,Star_63,4140.497538990958,1.545832115913393,1.5832920892569926,0.2335067822716471,10.927466551392431,12.751407434987764,-0.28467495624745115,205.7787538138598,75.17651002279803,0.7978959375543377
Star_64,Star_64,4005.690063878994,0.849581192112178,0.49863270742851856,1.699658311825656,0.1492770022957221,24.283495553720908,0.5242089593746674,66.54182326092898,69.74440923831882,0.6327446740983611
Star_65,Star_65,7018.788733591297,1.8232250912928745,0.8650427281532695,1.5559811919625202,3.284027912704539,4.645771294923335,0.2796574692781154,21.451355047131738,22.57802102998682,0.9726030205870693
Star_66,Star_66,7834.360042856234,0.815431639834936,0.6389890519496866,0.8446807494875729,9.657662324361722,8.94883718541173,-0.07096658616568381,217.56935509731758,55.48827801893008,0.7132005395609332
Star_67,Star_67,5691.984817629499,0.36093324032846763,0.5957866830742422,1.0410131590540468,4.179884931508058,11.020399862638088,0.34068604415488324,274.9292169661154,-77.57335135595251,0.7128602690788384
Star_68,Star_68,7305.299346838036,0.604083312800878,1.5909490340791865,1.3628301506724005,1.4144118060515745,10.77902177291136,-0.33188805372349023,188.42449353192296,-29.737972459677753,0.3225124483522693
Star_69,Star_69,6342.454037571451,0.39243044780250674,0.8293769850043727,0.39159485213615053,4.74701755252552,7.851968104602062,-0.24735424845830206,81.63814511507245,-33.53343754371188,0.7201544077368796
Star_70,Star_70,4832.320368092313,0.8388220086675322,1.1486663258052345,0.7280164707332661,3.5880733943603795,13.38515068536964,-0.1825769169719101,239.94791160949256,24.416157951470385,0.9606330249250834
Star_71,Star_71,6342.093408262621,1.009251724652142,0.9814067950159753,1.6105227371737005,10.97098353787116,10.867744285276475,-0.15869331241920456,28.83806157945681,-25.92760077528471,0.3991813543699926
Star_72,Star_72,8107.054849698954,2.3122444036343595,1.210237148485912,0.4711524077842208,4.142188136848347,2.7452442806687154,-0.31696729282807584,159.06013372870365,-63.26877930413745,1.0773487463740845
Star_73,Star_73,5746.260941335073,1.1775825927154593,1.0312057580113128,1.192598761596585,10.277228885910494,14.810329129718792,0.3669249201285975,58.81203302343127,17.364073574437867,0.6224881927564623
Star_74,Star_74,8146.965483721009,0.8962371144051283,0.5985789259923922,0.4431047491724251,11.605150668058478,15.026760873792488,-0.07765632011094949,66.40525838155801,56.58910572043467,0.3836691465384378
Star_75,Star_75,1870.3823438653835,1.5139207223384847,1.4895986597154114,1.3229419272995937,5.696244712537231,4.012325974430443,0.10575149050706387,72.82582169695331,-21.217770997204827,0.9492896230760733
Star_76,Star_76,7032.853756562836,0.3310229222461379,0.8207779792993433,0.9788421461121435,11.838266555721658,7.616753799439913,-0.17110540992410417,139.21454053583204,-66.19163128227329,0.5639617292785193
Star_77,Star_77,5930.570602357257,1.1250272741532448,0.5365300220105446,0.3794323004321256,4.967402896125188,12.764440184760629,-0.5461809901645551,18.414074023343147,-54.59612448369185,0.8778544662458324
Star_78,Star_78,5351.488974301198,1.4702502096364274,0.8426142106116822,2.011425375270547,12.536611572722396,6.249796756980944,0.08101720751742662,143.20563873447534,-47.253005069510884,0.5624724103224389
Star_79,Star_79,5937.641164803254,0.4774512956559155,1.8226726560687727,0.6435503917984567,1.2518348663798908,17.433304669645292,-0.573676492625933,184.21468096129232,-36.01843326098348,0.6320521569410289
Star_80,Star_80,2818.6466280986606,1.7715892438280199,1.4050722105094415,0.6149886527193842,8.962548537891832,48.96461996074034,-0.020590213825640583,173.98594258787708,25.703112691135644,0.7980680613002875
Star_81,Star_81,5470.4921682437325,1.1844140784565313,0.8698270729945571,1.127881978191022,6.47020112189438,3.9401199771204336,-0.41049451164984313,137.8022761450946,18.170187216789422,0.7372691172770018
Star_82,Star_82,6335.668857267619,0.8124962688686902,0.8696164020696601,1.9920861568488364,5.100669590377847,2.4477379625456868,0.5961827997692424,302.0927789054709,35.29437508206705,0.05134046586447849
Star_83,Star_83,8016.841067112274,1.3721665760555182,0.8792781251436244,0.5436263681304169,8.261983235856952,9.42207062951814,0.2734088166524165,52.31760927138148,-24.74964278432763,0.3136268779716824
Star_84,Star_84,5022.594672589529,3.112251530052314,2.2949227743469773,1.0377012289277592,9.179756482082873,13.160895939657903,0.03172613738144413,182.05082776129464,58.319577338396094,0.9288229954372448
Star_85,Star_85,4587.259595660219,1.0951957643628722,1.1650618560063986,1.2934200351384497,0.15628617848898724,6.142961168637261,0.37911200329640055,22.334910104359547,-53.26422099196315,0.6103590233295358
Star_86,Star_86,5047.364434623195,1.1321407314811291,1.1876976187569674,1.5156787589811236,2.2536948448388636,23.6321608131831,-0.25389479323972075,25.616044396047506,-5.57266544673229,0.4928806091685735
Star_87,Star_87,7173.103176553112,0.7947875364688274,1.5100056334972236,1.111671716387126,9.298294053182712,2.5322680414253793,0.1630438136010279,206.59170588375468,54.16896987745746,0.24242779542275775
Star_88,Star_88,6293.126664489527,0.6538206603800386,1.1002260554114764,0.8023449082122104,8.696371835158864,12.862741782095028,0.05994313011561404,203.76663295961555,-57.57144340812854,0.3260791036172455
Star_89,Star_89,5005.359694349442,1.5146250374151353,0.9015706605455315,0.6086242891812158,12.562012816159937,4.5508377795762325,0.079206024400101,316.0920646240045,-70.22463952665908,0.04346040801141582
Star_90,Star_90,6569.901149670034,0.6517840960291134,0.9244651363950165,1.0530453817777086,9.9173874942351,29.23896755629161,0.38170605003203034,200.83452323762634,69.06311418383815,0.6196157843895401
Star_91,Star_91,5945.61632402206,1.0364310395087768,0.971765747806851,0.525563947504999,12.364967929734261,36.37974932245524,0.21974763083394067,345.52476734574606,-28.272660703344737,0.47046872582568594
Star_92,Star_92,7252.967485799334,0.7875497596805987,0.9852213969358166,0.17328627382560613,9.16277246979901,4.0015217640110405,0.08661709884750697,17.530145423974716,33.09662248362576,0.36002363270440546
Star_93,Star_93,4746.920359183971,1.2706008678491933,1.3378339053018988,1.2994432227004362,3.9448734914488166,4.760507552679804,-0.49646623086848884,35.28276652106678,-85.43725123249108,0.6295629724496141
Star_94,Star_94,5308.506780103347,1.1815546279137545,1.0209957272672798,1.7200629769342377,1.4592074970360485,14.697395622981562,-0.2880138885838391,15.863710165337302,34.20843991370093,0.7591911892558214
Star_95,Star_95,5211.837770301763,1.6799599807158112,1.340517898733345,0.24225619365734782,10.18552783714967,5.421082290809285,-0.03681268007871724,66.69966612007441,-33.101763921545306,1.2779593796629833
Star_96,Star_96,3604.727577801822,0.7749101441155843,0.9682290168399442,0.5456167772543946,8.409524957039315,7.125436772320729,0.02801171228299537,194.8572399390041,-79.96664635426049,0.19643497413103597
Star_97,Star_97,6244.180415596864,0.8737705489083997,1.0319539831831854,1.4498970539020426,0.7215995598735214,7.540667729846816,-0.33906111740217715,232.40598531387408,19.766297078661065,0.9978143129901567
Star_98,Star_98,6191.582908269834,0.6130052014219426,0.4496524743447711,3.436650419747452,4.74465101012262,1.5908388807255438,0.7235030026735263,16.410656861520767,-46.655313106828814,0.9419304683045217
Star_99,Star_99,5807.670184963691,0.8007979346938742,1.442721225030711,1.012554377374416,12.442717619747292,7.307708888759778,0.4549182165760719,340.5495203444157,-20.3746964306616,0.41627217818698986
Star_100,Star_100,5448.119299937279,1.2076185098384173,1.1486592473625363,0.6460994984201895,6.555174779661596,4.255523476865808,0.18063549611774507,303.1795355941372,-75.49545378842755,0.7109707863758093
Star_101,Star_101,3676.9438869243786,1.46008449644454,1.4906377431829454,0.896068995860848,5.68220585465419,4.980357831052346,0.021611058385123477,106.78049357655352,-63.51061480290984,0.5127100251987154
Star_102,Star_102,5169.032015851962,0.6306005484849972,0.3139560875948987,2.2817115735408087,6.004324906554892,23.450823294302772,-0.06366269097034565,27.787510881528465,-36.364097610748125,0.7057065741256217
Star_103,Star_103,5285.928225209846,1.5446586695012485,2.3056206021247743,0.6786983492663087,2.794587139666612,2.704168535826513,-0.2855755380066707,61.15934635886062,-73.84328989917172,1.102739304021365
Star_104,Star_104,4596.584096167571,1.9695772570703396,0.945694357685599,0.6190834482526558,4.856322504155858,14.162025890550206,0.02324415555565876,45.69998895179016,73.94872764353674,0.831681869789394
Star_105,Star_105,5558.071432500987,1.2296350912799834,1.5577977523942217,0.7485284149565443,4.870591002234579,5.911086501570433,0.0773257620428252,44.38216054762086,-88.91153222688388,0.8025825119700326
Star_106,Star_106,6406.076285221808,2.555883371777038,0.659705094159143,0.5643971182081899,0.775379760418394,5.907317668561265,-0.3725281726444873,186.68220791966422,-2.9051606044239464,0.5209072040136074
Star_107,Star_107,8629.278851815796,0.6791626752046503,1.2777612996516394,1.0763785257395595,10.001622407881145,13.905681767119503,0.10025292517346923,88.5050792976241,-67.81545753614074,0.2047830005226995
Star_108,Star_108,6061.866719247759,0.5366939074932752,0.6561497587798685,2.6506557841002056,5.472907171560039,9.699176991330596,-0.04657771464742463,128.930297950492,-34.61776389396926,0.5874595368378777
Star_109,Star_109,6186.325586084146,0.41091860541464714,0.7791843712557198,1.213911224922071,10.706120539931861,11.663804308990345,-0.5723422673632172,356.22192001835606,76.69072076728779,1.0119824464591745
Star_110,Star_110,5688.331126350749,2.1128170582747754,2.1503111262347057,0.8594934273284653,11.069489214446651,16.03137482068409,-0.2581155032338506,246.3531296131241,-60.894980410682365,0.19184964302310575
Star_111,Star_111,2921.8431770514376,1.3870550467454004,0.9265632570488054,0.8393841915048121,2.8347233056126893,5.6686630339473005,-0.12408166002649325,341.6330401369205,83.84981754929987,0.3334731895469915
Star_112,Star_112,5760.229186826175,0.9725903183571439,1.0908673887413773,0.391443345567142,8.579859919994659,4.527684280327391,0.5663062972020569,51.32035981192161,-52.957012141904094,0.6878803208702204
Star_113,Star_113,5890.345314911539,1.1502557548376122,1.4162706192140635,1.6987044398048472,6.192435273702464,3.1014805019317246,0.1669659373601274,137.57021093972494,43.48189952402932,0.3546035645458213
Star_114,Star_114,9494.863168727928,0.5696435163881614,1.2192949174865204,0.9543714543140743,11.454021919187158,3.8177894458293125,-0.4006444707299673,199.70344918164753,8.40190768151611,0.41224296586543624
Star_115,Star_115,5511.458552828316,3.396943272713652,1.0620144849692015,0.8973691634301647,2.883054761376258,78.20046081016264,0.1458108868252911,27.632902279945686,69.20617096741665,0.5229204254815469
Star_116,Star_116,6252.321013500418,1.0667435439436124,1.1571781370726142,6.7928089189787455,8.84379028399957,20.000227822006327,-0.46419119668150965,1.5074797060648315,9.71878599056357,0.2403147787429553
Star_117,Star_117,5747.932345442135,1.0562209510034026,2.615267100792727,1.1963218743357606,7.940002377060122,2.507134599071704,0.32480731616612196,241.3563601668903,6.220659448135559,0.35776344613508954
Star_118,Star_118,4046.982943570702,1.4374681141023615,0.9772160465229647,0.6369433052889143,3.909389060676643,2.5651927823391665,-0.14133739554536356,231.0550260485167,-54.81755993368802,0.8610283750361927
Star_119,Star_119,7514.234221772531,1.2718908046961657,1.083763405608053,0.7742855407531544,1.8621516571001266,10.864415866218362,-0.028090856621751262,147.88397159986025,-60.07871483070143,0.25778906533071083
Star_120,Star_120,6927.899549030161,1.1184480023579029,1.522359993989949,1.991857111705458,8.506152910156867,11.44796331663964,0.39773899426265713,176.27186737153175,74.96804720079255,0.17063835965154875
Star_121,Star_121,6986.547920564571,0.6735202426222021,1.556143076774072,1.0703248990150884,9.627907209907066,11.462800673013279,-0.386149070575275,149.55948021315226,-30.989124206993868,0.4609925061398317
Star_122,Star_122,4435.918817807891,1.2658377786292163,1.60771211573294,0.4219085110160803,4.1715927345472155,6.025710303692977,-0.41913545553389736,8.64181614415999,-23.025194106678732,0.8695866507529537
Star_123,Star_123,7904.191466404149,2.5625740669886903,1.2910967988675908,1.7359197023212076,8.418340591887848,6.683465176170384,-0.17507979790380146,120.73377823828648,46.76825851710991,0.5909234576009331
Star_124,Star_124,3697.2234058115787,1.9595405315400563,0.6330524726498155,0.6697261032333166,5.197188708188392,9.605190402829589,0.31151365530579495,63.74961194302434,-29.011773163894677,0.5106256765653144
Star_125,Star_125,6680.285640700406,2.2179721074757817,1.922012113197804,3.0770725238696137,9.300368794345768,7.914641551235697,-0.45580382264305275,35.432708076492744,81.3712403950205,0.6633076392546822
Star_126,Star_126,9085.683438714968,0.7744456172238784,0.6322071578045861,1.911768709407291,2.6698770461332852,1.2517714421279698,-0.8496466794331708,344.4193562001659,42.826998419784054,0.12628777014210443
Star_127,Star_127,4314.195512303968,0.6096913642332137,1.1286860698016834,0.7646071263533792,11.58377353400665,6.148205776164402,-0.13534765752269962,215.76950101517963,17.5372636632156,0.7984116961325098
Star_128,Star_128,4950.553405595842,0.9390435140090888,0.7395522525669858,2.156765869568344,3.8075837944059785,3.7392118450164844,0.16552223997327611,262.316262325177,68.56112889805544,0.7650305094210933
Star_129,Star_129,5949.477047631462,1.0282542446411624,0.9746709631465513,1.0415534559401414,4.8444392420543725,8.500875303924541,0.36007852492164877,113.5309475758023,-81.0709364970931,0.5272074577712836
Star_130,Star_130,5044.786518825701,1.728226536386912,1.1405435695050505,1.668064888358251,0.8493861818365123,80.49597652203818,-0.1389484086256197,141.53296661784546,-43.728715405942424,0.951777353538925
Star_131,Star_131,3474.004853400801,0.4290283343250515,1.1371701891310206,1.3375501446023026,1.5385075389444656,9.914371115537344,-0.12342798213480075,85.29263780282045,-6.293459840236208,0.31175117031408844
Star_132,Star_132,5902.844462209041,2.148511248495597,1.1838458120755753,0.6018097021724338,6.754618544989033,5.749864280055486,0.3461702202767242,34.907641547552906,-49.14386289512622,0.9883726979760707
Star_133,Star_133,4206.544429410843,0.9240362751511265,1.9069107182669292,0.679682229638296,3.5519455297908324,15.447407680281824,-0.5609225099086261,64.45138947897017,43.90293371438735,0.6963480996785754
Star_134,Star_134,6510.388645952772,0.8078001945821721,1.198911090924284,1.8551702865932143,10.877694912074308,10.871561137948081,-0.11655623255490277,287.1050563067349,75.45744558967053,0.549034223036548
Star_135,Star_135,4420.863648649295,0.6028709082789041,0.9069548096247422,0.818022694183253,0.2895447136489046,10.340576194781086,0.05712716697751732,243.9164898661593,-13.72137841243379,0.6440379093895066
Star_136,Star_136,8124.90160752631,0.43717210173587995,1.4705476277714815,0.784907754775092,4.990313227867977,12.006887873441684,0.13476561638551027,196.8943953547717,-28.41613197985891,0.6178205702567175
Star_137,Star_137,4625.120061495644,1.5092084256953593,1.6092821267749895,0.5637899377778309,4.451757553321295,38.29176468794067,-0.15294200795726476,171.0323542320365,83.07913178476193,1.0160848689253152
Star_138,Star_138,5316.907725691487,1.0373392108248074,0.6119876808179789,1.289377365376979,0.3493264388370534,2.990047434742909,0.010332303511752405,332.0763421162048,-9.92656209104265,0.32699626175869595
Star_139,Star_139,7020.275826054504,0.5246727994274863,1.2699277739400519,3.447036759042463,1.704352347106582,10.793085109680634,-0.7464982060238968,26.184581200320626,-1.9712879191290211,0.42124422825602054
Star_140,Star_140,3953.703525349067,0.5233319115830823,1.3237506340643295,0.5270184357775445,5.435990506450395,3.521528386261898,-0.1974745237001545,101.01629276564975,-26.703022978457035,0.9608908676217439
Star_141,Star_141,6141.189901906194,0.845444842223418,0.8877852495370168,1.0146377720829414,6.457953139372061,11.523749930202163,0.1360526137663402,125.97762728545706,73.71872514218491,0.47133951944484226
Star_142,Star_142,7760.714131423642,2.3036867229448825,1.7337431216686823,2.3334137713979164,5.315337739587812,3.5432726972330846,-0.29468821027640385,281.67329239660364,12.411986990733135,0.9201599231994775
Star_143,Star_143,3388.7751481581586,0.8782748655015966,0.9417435938587405,0.9533388904142994,6.949096051516011,5.291525344040137,0.0176952664768792,357.3052632583097,47.191425692696036,1.159830794902613
Star_144,Star_144,6076.950787798456,0.471624822734405,1.0515135278742611,1.3118299590630382,7.777198606283292,5.835313948198775,0.1340617502408093,86.6413853125751,56.125209303159544,0.5294614919175099
